takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set
FALSE,FALSE,non-alternating,61,61,Juan denounced the woman who was from work something,Juan denounced something to the woman who was from work,something,5,longDefinite,4021,43
FALSE,FALSE,non-alternating,61,61,Linda denounced a man who was from work something,Linda denounced something to a man who was from work,something,5,longIndefinite,4022,93
FALSE,FALSE,non-alternating,61,61,Alice denounced him something,Alice denounced something to him,something,5,pronoun,4023,44
FALSE,FALSE,non-alternating,61,61,Bob denounced the woman something,Bob denounced something to the woman,something,5,shortDefinite,4024,94
FALSE,FALSE,non-alternating,61,61,John denounced a woman something,John denounced something to a woman,something,5,shortIndefinite,4025,45
FALSE,FALSE,non-alternating,62,62,Bob chanted the woman wearing the hat the song,Bob chanted the song to the woman wearing the hat,def,1,longDefinite,4026,96
FALSE,FALSE,non-alternating,62,62,Alice chanted a man from work the song,Alice chanted the song to a man from work,def,1,longIndefinite,4027,46
FALSE,FALSE,non-alternating,62,62,Alice chanted him the song,Alice chanted the song to him,def,1,pronoun,4028,97
FALSE,FALSE,non-alternating,62,62,Mary chanted the man the song,Mary chanted the song to the man,def,1,shortDefinite,4029,47
FALSE,FALSE,non-alternating,62,62,Mary chanted a woman the song,Mary chanted the song to a woman,def,1,shortIndefinite,4030,98
FALSE,FALSE,non-alternating,62,62,John chanted the woman from work the lyrics,John chanted the lyrics to the woman from work,def,2,longDefinite,4031,49
FALSE,FALSE,non-alternating,62,62,Michael chanted a man who was from work the lyrics,Michael chanted the lyrics to a man who was from work,def,2,longIndefinite,4032,99
FALSE,FALSE,non-alternating,62,62,Bob chanted her the lyrics,Bob chanted the lyrics to her,def,2,pronoun,4033,50
FALSE,FALSE,non-alternating,62,62,Michael chanted the woman the lyrics,Michael chanted the lyrics to the woman,def,2,shortDefinite,4034,1
FALSE,FALSE,non-alternating,62,62,John chanted a woman the lyrics,John chanted the lyrics to a woman,def,2,shortIndefinite,4035,51
FALSE,FALSE,non-alternating,62,62,John chanted the man wearing the hat a prayer,John chanted a prayer to the man wearing the hat,indef,3,longDefinite,4036,2
FALSE,FALSE,non-alternating,62,62,Mary chanted a man from work a prayer,Mary chanted a prayer to a man from work,indef,3,longIndefinite,4037,52
FALSE,FALSE,non-alternating,62,62,Michael chanted her a prayer,Michael chanted a prayer to her,indef,3,pronoun,4038,3
FALSE,FALSE,non-alternating,62,62,Alice chanted the woman a prayer,Alice chanted a prayer to the woman,indef,3,shortDefinite,4039,54
FALSE,FALSE,non-alternating,62,62,Linda chanted a man a prayer,Linda chanted a prayer to a man,indef,3,shortIndefinite,4040,4
FALSE,FALSE,non-alternating,62,62,Michael chanted the woman wearing the hat a slogan,Michael chanted a slogan to the woman wearing the hat,indef,4,longDefinite,4041,55
FALSE,FALSE,non-alternating,62,62,Linda chanted a man who was from work a slogan,Linda chanted a slogan to a man who was from work,indef,4,longIndefinite,4042,6
FALSE,FALSE,non-alternating,62,62,Bob chanted her a slogan,Bob chanted a slogan to her,indef,4,pronoun,4043,56
FALSE,FALSE,non-alternating,62,62,Mary chanted the man a slogan,Mary chanted a slogan to the man,indef,4,shortDefinite,4044,7
FALSE,FALSE,non-alternating,62,62,Linda chanted a woman a slogan,Linda chanted a slogan to a woman,indef,4,shortIndefinite,4045,57
FALSE,FALSE,non-alternating,62,62,John chanted the woman who was wearing the hat something,John chanted something to the woman who was wearing the hat,something,5,longDefinite,4046,8
FALSE,FALSE,non-alternating,62,62,Maria chanted a man who was wearing a hat something,Maria chanted something to a man who was wearing a hat,something,5,longIndefinite,4047,59
FALSE,FALSE,non-alternating,62,62,Juan chanted her something,Juan chanted something to her,something,5,pronoun,4048,9
FALSE,FALSE,non-alternating,62,62,Maria chanted the woman something,Maria chanted something to the woman,something,5,shortDefinite,4049,60
FALSE,FALSE,non-alternating,62,62,Alice chanted a woman something,Alice chanted something to a woman,something,5,shortIndefinite,4050,11
TRUE,FALSE,non-alternating,63,63,Mary murmured the man from work her farewell,Mary murmured her farewell to the man from work,def,1,longDefinite,4051,61
TRUE,FALSE,non-alternating,63,63,Mary murmured a woman wearing a hat her farewell,Mary murmured her farewell to a woman wearing a hat,def,1,longIndefinite,4052,12
TRUE,FALSE,non-alternating,63,63,Linda murmured him her farewell,Linda murmured her farewell to him,def,1,pronoun,4053,62
TRUE,FALSE,non-alternating,63,63,Linda murmured the woman her farewell,Linda murmured her farewell to the woman,def,1,shortDefinite,4054,13
TRUE,FALSE,non-alternating,63,63,Maria murmured a woman her farewell,Maria murmured her farewell to a woman,def,1,shortIndefinite,4055,64
TRUE,FALSE,non-alternating,63,63,Maria murmured the man who was from work her hello,Maria murmured her hello to the man who was from work,def,2,longDefinite,4056,14
TRUE,FALSE,non-alternating,63,63,Alice murmured a man who was from work her hello,Alice murmured her hello to a man who was from work,def,2,longIndefinite,4057,65
TRUE,FALSE,non-alternating,63,63,Alice murmured him her hello,Alice murmured her hello to him,def,2,pronoun,4058,15
TRUE,FALSE,non-alternating,63,63,Mary murmured the woman her hello,Mary murmured her hello to the woman,def,2,shortDefinite,4059,66
TRUE,FALSE,non-alternating,63,63,Maria murmured a woman her hello,Maria murmured her hello to a woman,def,2,shortIndefinite,4060,17
FALSE,FALSE,non-alternating,63,63,Mary murmured the woman from work a greeting,Mary murmured a greeting to the woman from work,indef,3,longDefinite,4061,67
FALSE,FALSE,non-alternating,63,63,Alice murmured a man from work a greeting,Alice murmured a greeting to a man from work,indef,3,longIndefinite,4062,18
FALSE,FALSE,non-alternating,63,63,Mary murmured him a greeting,Mary murmured a greeting to him,indef,3,pronoun,4063,69
FALSE,FALSE,non-alternating,63,63,Juan murmured the man a greeting,Juan murmured a greeting to the man,indef,3,shortDefinite,4064,19
FALSE,FALSE,non-alternating,63,63,John murmured a man a greeting,John murmured a greeting to a man,indef,3,shortIndefinite,4065,70
FALSE,FALSE,non-alternating,63,63,Michael murmured the woman who was wearing the hat a comment,Michael murmured a comment to the woman who was wearing the hat,indef,4,longDefinite,4066,20
FALSE,FALSE,non-alternating,63,63,Alice murmured a woman from work a comment,Alice murmured a comment to a woman from work,indef,4,longIndefinite,4067,71
FALSE,FALSE,non-alternating,63,63,Juan murmured her a comment,Juan murmured a comment to her,indef,4,pronoun,4068,22
FALSE,FALSE,non-alternating,63,63,Michael murmured the woman a comment,Michael murmured a comment to the woman,indef,4,shortDefinite,4069,72
FALSE,FALSE,non-alternating,63,63,Mary murmured a woman a comment,Mary murmured a comment to a woman,indef,4,shortIndefinite,4070,23
FALSE,FALSE,non-alternating,63,63,John murmured the woman who was wearing the hat something,John murmured something to the woman who was wearing the hat,something,5,longDefinite,4071,74
FALSE,FALSE,non-alternating,63,63,Juan murmured a man wearing a hat something,Juan murmured something to a man wearing a hat,something,5,longIndefinite,4072,24
FALSE,FALSE,non-alternating,63,63,Linda murmured him something,Linda murmured something to him,something,5,pronoun,4073,75
FALSE,FALSE,non-alternating,63,63,Michael murmured the man something,Michael murmured something to the man,something,5,shortDefinite,4074,25
FALSE,FALSE,non-alternating,63,63,Bob murmured a woman something,Bob murmured something to a woman,something,5,shortIndefinite,4075,76
FALSE,FALSE,non-alternating,64,64,Juan recited the man who was from work the slogan,Juan recited the slogan to the man who was from work,def,1,longDefinite,4076,27
FALSE,FALSE,non-alternating,64,64,John recited a man who was wearing a hat the slogan,John recited the slogan to a man who was wearing a hat,def,1,longIndefinite,4077,77
FALSE,FALSE,non-alternating,64,64,Linda recited him the slogan,Linda recited the slogan to him,def,1,pronoun,4078,28
FALSE,FALSE,non-alternating,64,64,Maria recited the woman the slogan,Maria recited the slogan to the woman,def,1,shortDefinite,4079,78
FALSE,FALSE,non-alternating,64,64,Michael recited a man the slogan,Michael recited the slogan to a man,def,1,shortIndefinite,4080,29
FALSE,FALSE,non-alternating,64,64,Mary recited the man who was from work the story,Mary recited the story to the man who was from work,def,2,longDefinite,4081,80
FALSE,FALSE,non-alternating,64,64,Bob recited a woman wearing a hat the story,Bob recited the story to a woman wearing a hat,def,2,longIndefinite,4082,30
FALSE,FALSE,non-alternating,64,64,Maria recited him the story,Maria recited the story to him,def,2,pronoun,4083,81
FALSE,FALSE,non-alternating,64,64,Linda recited the woman the story,Linda recited the story to the woman,def,2,shortDefinite,4084,32
FALSE,FALSE,non-alternating,64,64,Linda recited a woman the story,Linda recited the story to a woman,def,2,shortIndefinite,4085,82
FALSE,FALSE,non-alternating,64,64,Michael recited the man wearing the hat a prayer,Michael recited a prayer to the man wearing the hat,indef,3,longDefinite,4086,33
FALSE,FALSE,non-alternating,64,64,Maria recited a man who was wearing a hat a prayer,Maria recited a prayer to a man who was wearing a hat,indef,3,longIndefinite,4087,83
FALSE,FALSE,non-alternating,64,64,John recited her a prayer,John recited a prayer to her,indef,3,pronoun,4088,34
FALSE,FALSE,non-alternating,64,64,Mary recited the man a prayer,Mary recited a prayer to the man,indef,3,shortDefinite,4089,85
FALSE,FALSE,non-alternating,64,64,Mary recited a man a prayer,Mary recited a prayer to a man,indef,3,shortIndefinite,4090,35
FALSE,FALSE,non-alternating,64,64,John recited the woman who was wearing the hat a poem,John recited a poem to the woman who was wearing the hat,indef,4,longDefinite,4091,86
FALSE,FALSE,non-alternating,64,64,Juan recited a man from work a poem,Juan recited a poem to a man from work,indef,4,longIndefinite,4092,37
FALSE,FALSE,non-alternating,64,64,Michael recited her a poem,Michael recited a poem to her,indef,4,pronoun,4093,87
FALSE,FALSE,non-alternating,64,64,Mary recited the woman a poem,Mary recited a poem to the woman,indef,4,shortDefinite,4094,38
FALSE,FALSE,non-alternating,64,64,John recited a woman a poem,John recited a poem to a woman,indef,4,shortIndefinite,4095,88
FALSE,FALSE,non-alternating,64,64,Linda recited the woman who was wearing the hat something,Linda recited something to the woman who was wearing the hat,something,5,longDefinite,4096,39
FALSE,FALSE,non-alternating,64,64,Mary recited a woman who was wearing a hat something,Mary recited something to a woman who was wearing a hat,something,5,longIndefinite,4097,90
FALSE,FALSE,non-alternating,64,64,Bob recited her something,Bob recited something to her,something,5,pronoun,4098,40
FALSE,FALSE,non-alternating,64,64,Linda recited the woman something,Linda recited something to the woman,something,5,shortDefinite,4099,91
FALSE,FALSE,non-alternating,64,64,Michael recited a man something,Michael recited something to a man,something,5,shortIndefinite,4100,42
FALSE,FALSE,non-alternating,65,65,Alice moaned the woman who was from work the response,Alice moaned the response to the woman who was from work,def,1,longDefinite,4101,92
FALSE,FALSE,non-alternating,65,65,Alice moaned a man wearing a hat the response,Alice moaned the response to a man wearing a hat,def,1,longIndefinite,4102,43
FALSE,FALSE,non-alternating,65,65,Bob moaned her the response,Bob moaned the response to her,def,1,pronoun,4103,93
FALSE,FALSE,non-alternating,65,65,Linda moaned the man the response,Linda moaned the response to the man,def,1,shortDefinite,4104,44
FALSE,FALSE,non-alternating,65,65,Alice moaned a man the response,Alice moaned the response to a man,def,1,shortIndefinite,4105,95
FALSE,FALSE,non-alternating,65,65,Mary moaned the man wearing the hat the complaint,Mary moaned the complaint to the man wearing the hat,def,2,longDefinite,4106,45
FALSE,FALSE,non-alternating,65,65,Mary moaned a woman who was from work the complaint,Mary moaned the complaint to a woman who was from work,def,2,longIndefinite,4107,96
FALSE,FALSE,non-alternating,65,65,Mary moaned him the complaint,Mary moaned the complaint to him,def,2,pronoun,4108,46
FALSE,FALSE,non-alternating,65,65,John moaned the man the complaint,John moaned the complaint to the man,def,2,shortDefinite,4109,97
FALSE,FALSE,non-alternating,65,65,Bob moaned a man the complaint,Bob moaned the complaint to a man,def,2,shortIndefinite,4110,48
FALSE,FALSE,non-alternating,65,65,Linda moaned the woman wearing the hat a plea,Linda moaned a plea to the woman wearing the hat,indef,3,longDefinite,4111,98
FALSE,FALSE,non-alternating,65,65,Michael moaned a man wearing a hat a plea,Michael moaned a plea to a man wearing a hat,indef,3,longIndefinite,4112,49
FALSE,FALSE,non-alternating,65,65,John moaned her a plea,John moaned a plea to her,indef,3,pronoun,4113,0
FALSE,FALSE,non-alternating,65,65,Bob moaned the woman a plea,Bob moaned a plea to the woman,indef,3,shortDefinite,4114,50
FALSE,FALSE,non-alternating,65,65,Michael moaned a man a plea,Michael moaned a plea to a man,indef,3,shortIndefinite,4115,1
FALSE,FALSE,non-alternating,65,65,Alice moaned the woman who was from work a name,Alice moaned a name to the woman who was from work,indef,4,longDefinite,4116,51
FALSE,FALSE,non-alternating,65,65,Alice moaned a man wearing a hat a name,Alice moaned a name to a man wearing a hat,indef,4,longIndefinite,4117,2
FALSE,FALSE,non-alternating,65,65,Mary moaned him a name,Mary moaned a name to him,indef,4,pronoun,4118,53
FALSE,FALSE,non-alternating,65,65,Bob moaned the man a name,Bob moaned a name to the man,indef,4,shortDefinite,4119,3
FALSE,FALSE,non-alternating,65,65,Maria moaned a woman a name,Maria moaned a name to a woman,indef,4,shortIndefinite,4120,54
FALSE,FALSE,non-alternating,65,65,John moaned the woman who was wearing the hat something,John moaned something to the woman who was wearing the hat,something,5,longDefinite,4121,5
FALSE,FALSE,non-alternating,65,65,John moaned a woman wearing a hat something,John moaned something to a woman wearing a hat,something,5,longIndefinite,4122,55
FALSE,FALSE,non-alternating,65,65,Linda moaned him something,Linda moaned something to him,something,5,pronoun,4123,6
FALSE,FALSE,non-alternating,65,65,Linda moaned the man something,Linda moaned something to the man,something,5,shortDefinite,4124,56
FALSE,FALSE,non-alternating,65,65,Juan moaned a man something,Juan moaned something to a man,something,5,shortIndefinite,4125,7
FALSE,FALSE,non-alternating,66,66,Alice whistled the man wearing the hat approval,Alice whistled approval to the man wearing the hat,def,1,longDefinite,4126,58
FALSE,FALSE,non-alternating,66,66,John whistled a man who was wearing a hat approval,John whistled approval to a man who was wearing a hat,def,1,longIndefinite,4127,8
FALSE,FALSE,non-alternating,66,66,Juan whistled her approval,Juan whistled approval to her,def,1,pronoun,4128,59
FALSE,FALSE,non-alternating,66,66,Alice whistled the woman approval,Alice whistled approval to the woman,def,1,shortDefinite,4129,9
FALSE,FALSE,non-alternating,66,66,Maria whistled a man approval,Maria whistled approval to a man,def,1,shortIndefinite,4130,60
FALSE,FALSE,non-alternating,66,66,Mary whistled the woman who was from work the song,Mary whistled the song to the woman who was from work,def,2,longDefinite,4131,11
FALSE,FALSE,non-alternating,66,66,Linda whistled a man who was wearing a hat the song,Linda whistled the song to a man who was wearing a hat,def,2,longIndefinite,4132,61
FALSE,FALSE,non-alternating,66,66,Alice whistled him the song,Alice whistled the song to him,def,2,pronoun,4133,12
FALSE,FALSE,non-alternating,66,66,Bob whistled the man the song,Bob whistled the song to the man,def,2,shortDefinite,4134,63
FALSE,FALSE,non-alternating,66,66,Linda whistled a woman the song,Linda whistled the song to a woman,def,2,shortIndefinite,4135,13
FALSE,FALSE,non-alternating,66,66,Juan whistled the man who was from work a tune,Juan whistled a tune to the man who was from work,indef,3,longDefinite,4136,64
FALSE,FALSE,non-alternating,66,66,Alice whistled a man wearing a hat a tune,Alice whistled a tune to a man wearing a hat,indef,3,longIndefinite,4137,14
FALSE,FALSE,non-alternating,66,66,Michael whistled her a tune,Michael whistled a tune to her,indef,3,pronoun,4138,65
FALSE,FALSE,non-alternating,66,66,John whistled the man a tune,John whistled a tune to the man,indef,3,shortDefinite,4139,16
FALSE,FALSE,non-alternating,66,66,Linda whistled a man a tune,Linda whistled a tune to a man,indef,3,shortIndefinite,4140,66
FALSE,FALSE,non-alternating,66,66,Linda whistled the man wearing the hat a signal,Linda whistled a signal to the man wearing the hat,indef,4,longDefinite,4141,17
FALSE,FALSE,non-alternating,66,66,Michael whistled a woman from work a signal,Michael whistled a signal to a woman from work,indef,4,longIndefinite,4142,68
FALSE,FALSE,non-alternating,66,66,Michael whistled her a signal,Michael whistled a signal to her,indef,4,pronoun,4143,18
FALSE,FALSE,non-alternating,66,66,Bob whistled the man a signal,Bob whistled a signal to the man,indef,4,shortDefinite,4144,69
FALSE,FALSE,non-alternating,66,66,Juan whistled a man a signal,Juan whistled a signal to a man,indef,4,shortIndefinite,4145,19
FALSE,FALSE,non-alternating,66,66,John whistled the woman from work something,John whistled something to the woman from work,something,5,longDefinite,4146,70
FALSE,FALSE,non-alternating,66,66,Linda whistled a man from work something,Linda whistled something to a man from work,something,5,longIndefinite,4147,21
FALSE,FALSE,non-alternating,66,66,Alice whistled him something,Alice whistled something to him,something,5,pronoun,4148,71
FALSE,FALSE,non-alternating,66,66,Maria whistled the woman something,Maria whistled something to the woman,something,5,shortDefinite,4149,22
FALSE,FALSE,non-alternating,66,66,John whistled a man something,John whistled something to a man,something,5,shortIndefinite,4150,73
FALSE,TRUE,non-alternating,67,67,Bob dispatched the team from work the soldiers,Bob dispatched the soldiers to the team from work,def,1,longDefinite,4151,23
FALSE,TRUE,non-alternating,67,67,Alice dispatched a team from work the soldiers,Alice dispatched the soldiers to a team from work,def,1,longIndefinite,4152,74
FALSE,TRUE,non-alternating,67,67,Linda dispatched them the soldiers,Linda dispatched the soldiers to them,def,1,pronoun,4153,24
FALSE,TRUE,non-alternating,67,67,Mary dispatched the team the soldiers,Mary dispatched the soldiers to the team,def,1,shortDefinite,4154,75
FALSE,TRUE,non-alternating,67,67,Mary dispatched a team the soldiers,Mary dispatched the soldiers to a team,def,1,shortIndefinite,4155,26
FALSE,TRUE,non-alternating,67,67,Bob dispatched the team from work the news,Bob dispatched the news to the team from work,def,2,longDefinite,4156,76
FALSE,TRUE,non-alternating,67,67,Alice dispatched a team from work the news,Alice dispatched the news to a team from work,def,2,longIndefinite,4157,27
FALSE,TRUE,non-alternating,67,67,Michael dispatched them the news,Michael dispatched the news to them,def,2,pronoun,4158,77
FALSE,TRUE,non-alternating,67,67,Juan dispatched the team the news,Juan dispatched the news to the team,def,2,shortDefinite,4159,28
FALSE,TRUE,non-alternating,67,67,Maria dispatched a team the news,Maria dispatched the news to a team,def,2,shortIndefinite,4160,79
FALSE,TRUE,non-alternating,67,67,John dispatched the team from work some food,John dispatched some food to the team from work,indef,3,longDefinite,4161,29
FALSE,TRUE,non-alternating,67,67,John dispatched a team from work some food,John dispatched some food to a team from work,indef,3,longIndefinite,4162,80
FALSE,TRUE,non-alternating,67,67,Mary dispatched them some food,Mary dispatched some food to them,indef,3,pronoun,4163,31
FALSE,TRUE,non-alternating,67,67,Alice dispatched the team some food,Alice dispatched some food to the team,indef,3,shortDefinite,4164,81
FALSE,TRUE,non-alternating,67,67,Michael dispatched a team some food,Michael dispatched some food to a team,indef,3,shortIndefinite,4165,32
FALSE,TRUE,non-alternating,67,67,Linda dispatched the team from work some meals,Linda dispatched some meals to the team from work,indef,4,longDefinite,4166,82
FALSE,TRUE,non-alternating,67,67,Alice dispatched a team from work some meals,Alice dispatched some meals to a team from work,indef,4,longIndefinite,4167,33
FALSE,TRUE,non-alternating,67,67,Juan dispatched them some meals,Juan dispatched some meals to them,indef,4,pronoun,4168,84
FALSE,TRUE,non-alternating,67,67,Bob dispatched the team some meals,Bob dispatched some meals to the team,indef,4,shortDefinite,4169,34
FALSE,TRUE,non-alternating,67,67,Linda dispatched a team some meals,Linda dispatched some meals to a team,indef,4,shortIndefinite,4170,85
FALSE,TRUE,non-alternating,67,67,Mary dispatched the team from work something,Mary dispatched something to the team from work,something,5,longDefinite,4171,36
FALSE,TRUE,non-alternating,67,67,Bob dispatched a team from work something,Bob dispatched something to a team from work,something,5,longIndefinite,4172,86
FALSE,TRUE,non-alternating,67,67,Bob dispatched them something,Bob dispatched something to them,something,5,pronoun,4173,37
FALSE,TRUE,non-alternating,67,67,Michael dispatched the team something,Michael dispatched something to the team,something,5,shortDefinite,4174,87
FALSE,TRUE,non-alternating,67,67,Linda dispatched a team something,Linda dispatched something to a team,something,5,shortIndefinite,4175,38
FALSE,FALSE,non-alternating,68,68,Maria tweeted the woman from work the remark,Maria tweeted the remark to the woman from work,def,1,longDefinite,4176,89
FALSE,FALSE,non-alternating,68,68,Mary tweeted a man who was wearing a hat the remark,Mary tweeted the remark to a man who was wearing a hat,def,1,longIndefinite,4177,39
FALSE,FALSE,non-alternating,68,68,Maria tweeted him the remark,Maria tweeted the remark to him,def,1,pronoun,4178,90
FALSE,FALSE,non-alternating,68,68,Alice tweeted the woman the remark,Alice tweeted the remark to the woman,def,1,shortDefinite,4179,40
FALSE,FALSE,non-alternating,68,68,Juan tweeted a woman the remark,Juan tweeted the remark to a woman,def,1,shortIndefinite,4180,91
FALSE,FALSE,non-alternating,68,68,Maria tweeted the man who was from work the news,Maria tweeted the news to the man who was from work,def,2,longDefinite,4181,42
FALSE,FALSE,non-alternating,68,68,John tweeted a man wearing a hat the news,John tweeted the news to a man wearing a hat,def,2,longIndefinite,4182,92
FALSE,FALSE,non-alternating,68,68,John tweeted her the news,John tweeted the news to her,def,2,pronoun,4183,43
FALSE,FALSE,non-alternating,68,68,Bob tweeted the man the news,Bob tweeted the news to the man,def,2,shortDefinite,4184,94
FALSE,FALSE,non-alternating,68,68,Mary tweeted a man the news,Mary tweeted the news to a man,def,2,shortIndefinite,4185,44
FALSE,FALSE,non-alternating,68,68,Michael tweeted the man who was from work an article,Michael tweeted an article to the man who was from work,indef,3,longDefinite,4186,95
FALSE,FALSE,non-alternating,68,68,John tweeted a woman from work an article,John tweeted an article to a woman from work,indef,3,longIndefinite,4187,45
FALSE,FALSE,non-alternating,68,68,Alice tweeted him an article,Alice tweeted an article to him,indef,3,pronoun,4188,96
FALSE,FALSE,non-alternating,68,68,Alice tweeted the man an article,Alice tweeted an article to the man,indef,3,shortDefinite,4189,47
FALSE,FALSE,non-alternating,68,68,Mary tweeted a man an article,Mary tweeted an article to a man,indef,3,shortIndefinite,4190,97
FALSE,FALSE,non-alternating,68,68,Mary tweeted the woman who was from work a name,Mary tweeted a name to the woman who was from work,indef,4,longDefinite,4191,48
FALSE,FALSE,non-alternating,68,68,Bob tweeted a woman wearing a hat a name,Bob tweeted a name to a woman wearing a hat,indef,4,longIndefinite,4192,99
FALSE,FALSE,non-alternating,68,68,Mary tweeted him a name,Mary tweeted a name to him,indef,4,pronoun,4193,49
FALSE,FALSE,non-alternating,68,68,Juan tweeted the man a name,Juan tweeted a name to the man,indef,4,shortDefinite,4194,0
FALSE,FALSE,non-alternating,68,68,Alice tweeted a woman a name,Alice tweeted a name to a woman,indef,4,shortIndefinite,4195,50
FALSE,FALSE,non-alternating,68,68,John tweeted the woman who was wearing the hat something,John tweeted something to the woman who was wearing the hat,something,5,longDefinite,4196,1
FALSE,FALSE,non-alternating,68,68,Linda tweeted a man who was wearing a hat something,Linda tweeted something to a man who was wearing a hat,something,5,longIndefinite,4197,52
FALSE,FALSE,non-alternating,68,68,Juan tweeted her something,Juan tweeted something to her,something,5,pronoun,4198,2
FALSE,FALSE,non-alternating,68,68,Bob tweeted the woman something,Bob tweeted something to the woman,something,5,shortDefinite,4199,53
FALSE,FALSE,non-alternating,68,68,John tweeted a woman something,John tweeted something to a woman,something,5,shortIndefinite,4200,4
FALSE,FALSE,non-alternating,69,69,Linda mumbled the man from work the directions,Linda mumbled the directions to the man from work,def,1,longDefinite,4201,54
FALSE,FALSE,non-alternating,69,69,Alice mumbled a woman from work the directions,Alice mumbled the directions to a woman from work,def,1,longIndefinite,4202,5
FALSE,FALSE,non-alternating,69,69,Alice mumbled him the directions,Alice mumbled the directions to him,def,1,pronoun,4203,55
FALSE,FALSE,non-alternating,69,69,Linda mumbled the man the directions,Linda mumbled the directions to the man,def,1,shortDefinite,4204,6
FALSE,FALSE,non-alternating,69,69,Alice mumbled a man the directions,Alice mumbled the directions to a man,def,1,shortIndefinite,4205,57
FALSE,FALSE,non-alternating,69,69,Maria mumbled the woman who was from work the instructions,Maria mumbled the instructions to the woman who was from work,def,2,longDefinite,4206,7
FALSE,FALSE,non-alternating,69,69,Michael mumbled a woman wearing a hat the instructions,Michael mumbled the instructions to a woman wearing a hat,def,2,longIndefinite,4207,58
FALSE,FALSE,non-alternating,69,69,Bob mumbled her the instructions,Bob mumbled the instructions to her,def,2,pronoun,4208,8
FALSE,FALSE,non-alternating,69,69,John mumbled the man the instructions,John mumbled the instructions to the man,def,2,shortDefinite,4209,59
FALSE,FALSE,non-alternating,69,69,Linda mumbled a woman the instructions,Linda mumbled the instructions to a woman,def,2,shortIndefinite,4210,10
FALSE,FALSE,non-alternating,69,69,Linda mumbled the man who was from work some news,Linda mumbled some news to the man who was from work,indef,3,longDefinite,4211,60
FALSE,FALSE,non-alternating,69,69,Maria mumbled a man from work some news,Maria mumbled some news to a man from work,indef,3,longIndefinite,4212,11
FALSE,FALSE,non-alternating,69,69,Linda mumbled him some news,Linda mumbled some news to him,indef,3,pronoun,4213,62
FALSE,FALSE,non-alternating,69,69,Bob mumbled the woman some news,Bob mumbled some news to the woman,indef,3,shortDefinite,4214,12
FALSE,FALSE,non-alternating,69,69,John mumbled a man some news,John mumbled some news to a man,indef,3,shortIndefinite,4215,63
FALSE,FALSE,non-alternating,69,69,John mumbled the woman who was from work a name,John mumbled a name to the woman who was from work,indef,4,longDefinite,4216,13
FALSE,FALSE,non-alternating,69,69,Bob mumbled a man who was from work a name,Bob mumbled a name to a man who was from work,indef,4,longIndefinite,4217,64
FALSE,FALSE,non-alternating,69,69,Maria mumbled him a name,Maria mumbled a name to him,indef,4,pronoun,4218,15
FALSE,FALSE,non-alternating,69,69,Bob mumbled the woman a name,Bob mumbled a name to the woman,indef,4,shortDefinite,4219,65
FALSE,FALSE,non-alternating,69,69,Bob mumbled a woman a name,Bob mumbled a name to a woman,indef,4,shortIndefinite,4220,16
FALSE,FALSE,non-alternating,69,69,Juan mumbled the man wearing the hat something,Juan mumbled something to the man wearing the hat,something,5,longDefinite,4221,67
FALSE,FALSE,non-alternating,69,69,Michael mumbled a woman wearing a hat something,Michael mumbled something to a woman wearing a hat,something,5,longIndefinite,4222,17
FALSE,FALSE,non-alternating,69,69,Juan mumbled her something,Juan mumbled something to her,something,5,pronoun,4223,68
FALSE,FALSE,non-alternating,69,69,John mumbled the man something,John mumbled something to the man,something,5,shortDefinite,4224,18
FALSE,FALSE,non-alternating,69,69,Maria mumbled a woman something,Maria mumbled something to a woman,something,5,shortIndefinite,4225,69
FALSE,FALSE,non-alternating,70,70,Maria growled the woman who was wearing the hat the response,Maria growled the response to the woman who was wearing the hat,def,1,longDefinite,4226,20
FALSE,FALSE,non-alternating,70,70,John growled a man who was from work the response,John growled the response to a man who was from work,def,1,longIndefinite,4227,70
FALSE,FALSE,non-alternating,70,70,Alice growled him the response,Alice growled the response to him,def,1,pronoun,4228,21
FALSE,FALSE,non-alternating,70,70,Alice growled the woman the response,Alice growled the response to the woman,def,1,shortDefinite,4229,71
FALSE,FALSE,non-alternating,70,70,Juan growled a woman the response,Juan growled the response to a woman,def,1,shortIndefinite,4230,22
FALSE,FALSE,non-alternating,70,70,Michael growled the woman wearing the hat the reply,Michael growled the reply to the woman wearing the hat,def,2,longDefinite,4231,73
FALSE,FALSE,non-alternating,70,70,Bob growled a man from work the reply,Bob growled the reply to a man from work,def,2,longIndefinite,4232,23
FALSE,FALSE,non-alternating,70,70,Michael growled her the reply,Michael growled the reply to her,def,2,pronoun,4233,74
FALSE,FALSE,non-alternating,70,70,Alice growled the woman the reply,Alice growled the reply to the woman,def,2,shortDefinite,4234,25
FALSE,FALSE,non-alternating,70,70,Alice growled a woman the reply,Alice growled the reply to a woman,def,2,shortIndefinite,4235,75
FALSE,FALSE,non-alternating,70,70,Michael growled the man from work an order,Michael growled an order to the man from work,indef,3,longDefinite,4236,26
FALSE,FALSE,non-alternating,70,70,Maria growled a woman who was wearing a hat an order,Maria growled an order to a woman who was wearing a hat,indef,3,longIndefinite,4237,76
FALSE,FALSE,non-alternating,70,70,John growled her an order,John growled an order to her,indef,3,pronoun,4238,27
