takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio,BehavDOpreference,ngram_ratio,LSTM_ratio,GPT2_ratio,XLNet_ratio,GPT2_large_ratio,LSTM_ratio_new
TRUE,FALSE,non-alternating,57,57,Maria roared the woman her reply,Maria roared her reply to the woman,def,2,shortDefinite,3909,73,-45.632017127936706,-28.257549132569693,-17.374467995367013,35.6,0.4337959289550781,-7.070996522903442,-7.288077473640442,-6.483604431152344,-7.6975507736206055,-0.49461114406585693
TRUE,FALSE,non-alternating,57,57,Mary roared a woman her reply,Mary roared her reply to a woman,def,2,shortIndefinite,3910,24,-57.54551036003977,-42.82073124172166,-14.72477911831811,30.5,-0.3394794464111328,-6.022680401802063,-5.03928279876709,-3.943455696105957,-3.472564935684204,-2.551444172859192
FALSE,FALSE,non-alternating,57,57,Bob roared the man who was wearing the hat an order,Bob roared an order to the man who was wearing the hat,indef,3,longDefinite,3911,74,-36.66777388897026,-25.043325796665158,-11.624448092305101,11.153846153846153,-1.883544921875,-3.277680516242981,-6.218456029891968,-0.36622416973114014,-8.625556111335754,-4.991168856620789
FALSE,FALSE,non-alternating,57,57,Michael roared a woman who was from work an order,Michael roared an order to a woman who was from work,indef,3,longIndefinite,3912,25,-70.43564843060449,-40.314958825940266,-30.12068960466422,8.454545454545455,-0.8650665283203125,-2.530037760734558,-6.210617423057556,-1.2260398864746094,-7.298477053642273,1.2753745317459106
FALSE,FALSE,non-alternating,57,57,Maria roared him an order,Maria roared an order to him,indef,3,pronoun,3913,76,-33.0406626824406,-23.298341261106543,-9.742321421334054,28.3,1.8278160095214844,-0.7531372308731079,-3.0921374559402466,-3.878147840499878,-2.0163780450820923,-1.4070940017700195
FALSE,FALSE,non-alternating,57,57,Alice roared the man an order,Alice roared an order to the man,indef,3,shortDefinite,3914,26,-36.91827925131656,-27.187473111436702,-9.73080613987986,14.666666666666666,-0.85150146484375,-3.5618839263916016,-4.427910566329956,-4.333312749862671,-4.632362008094788,-1.4352810382843018
FALSE,FALSE,non-alternating,57,57,Mary roared a woman an order,Mary roared an order to a woman,indef,3,shortIndefinite,3915,77,-46.166891049128026,-33.10640817997046,-13.060482869157568,20.88888888888889,-0.7872257232666016,-2.103661060333252,-3.4930126667022705,4.338910818099976,-2.909480094909668,-3.3312299251556396
FALSE,FALSE,non-alternating,57,57,John roared the woman who was wearing the hat some directions,John roared some directions to the woman who was wearing the hat,indef,4,longDefinite,3916,27,-52.58187542727683,-38.7705457448028,-13.811329682474025,9.714285714285714,-1.8382110595703125,-7.469367861747742,-5.899492144584656,2.366944432258606,-6.081587016582489,-1.8949520587921143
FALSE,FALSE,non-alternating,57,57,Michael roared a man wearing a hat some directions,Michael roared some directions to a man wearing a hat,indef,4,longIndefinite,3917,78,-53.16223654674832,-36.85375214996748,-16.30848439678084,4.0,-0.7321929931640625,-4.665561556816101,-9.795911312103271,3.6857686042785645,-6.805223286151886,-0.4309476613998413
FALSE,FALSE,non-alternating,57,57,Alice roared him some directions,Alice roared some directions to him,indef,4,pronoun,3918,29,-56.19291841913946,-35.681200437480584,-20.511717981658876,44.8,2.495901107788086,-0.21561503410339355,0.527127742767334,0.32078123092651367,-2.097874879837036,0.030692875385284424
FALSE,FALSE,non-alternating,57,57,Linda roared the man some directions,Linda roared some directions to the man,indef,4,shortDefinite,3919,79,-52.099143566330895,-42.0275476683164,-10.071595898014493,34.18181818181818,-0.2176361083984375,-3.8740272521972656,-2.932463765144348,1.4242401123046875,-4.77347719669342,-0.4671049118041992
FALSE,FALSE,non-alternating,57,57,Michael roared a woman some directions,Michael roared some directions to a woman,indef,4,shortIndefinite,3920,30,-52.261347020743415,-42.50078383053187,-9.760563190211542,19.5,-0.47448158264160156,-8.041544198989868,-1.7067952156066895,-0.842980146408081,-1.1021385192871094,-0.1499180793762207
FALSE,FALSE,non-alternating,57,57,Bob roared the woman who was from work something,Bob roared something to the woman who was from work,something,5,longDefinite,3921,81,-60.84515892807394,-48.697891409508884,-12.147267518565059,4.833333333333333,-0.156005859375,0.6750694513320923,-8.985026359558105,4.506184458732605,-10.276437819004059,2.150537371635437
FALSE,FALSE,non-alternating,57,57,Maria roared a man wearing a hat something,Maria roared something to a man wearing a hat,something,5,longIndefinite,3922,31,-55.008798461873084,-37.24583292927127,-17.76296553260181,7.333333333333333,-0.061279296875,-1.525939166545868,-6.096740871667862,-1.070842981338501,-3.7644349932670593,-1.9357249736785889
FALSE,FALSE,non-alternating,57,57,Bob roared her something,Bob roared something to her,something,5,pronoun,3923,82,-41.59598100488074,-35.901942356838845,-5.6940386480418965,15.222222222222221,0.4657630920410156,-2.6995491981506348,-3.8323018550872803,0.6476235389709473,-3.070765733718872,-2.255820155143738
FALSE,FALSE,non-alternating,57,57,Mary roared the man something,Mary roared something to the man,something,5,shortDefinite,3924,32,-42.83598739374429,-35.305504108429886,-7.5304832853144035,5.3,-0.07705497741699219,-1.0368130207061768,-6.610073924064636,-2.180642604827881,-7.290855646133423,-1.106217384338379
FALSE,FALSE,non-alternating,57,57,Alice roared a man something,Alice roared something to a man,something,5,shortIndefinite,3925,83,-46.28858740068972,-38.63551506656222,-7.653072334127501,9.076923076923077,0.17754173278808594,0.009723424911499023,-4.1546947956085205,0.6345441341400146,-5.065849542617798,-0.2856612205505371
FALSE,FALSE,non-alternating,58,58,Juan barked the man from work the instructions,Juan barked the instructions to the man from work,def,1,longDefinite,3926,34,-58.17523502395488,-34.59455501957564,-23.580680004379246,29.384615384615383,-0.03644561767578125,-1.091421127319336,-8.623353004455566,8.501594424247742,-12.450581669807434,-0.1410602331161499
FALSE,FALSE,non-alternating,58,58,Alice barked a woman from work the instructions,Alice barked the instructions to a woman from work,def,1,longIndefinite,3927,84,-66.82583945197985,-35.787901212868746,-31.0379382391111,11.6,-0.23427963256835938,-2.09764564037323,-8.031035423278809,9.562764644622803,-10.48180603981018,-2.9824202060699463
FALSE,FALSE,non-alternating,58,58,John barked her the instructions,John barked the instructions to her,def,1,pronoun,3928,35,-31.95360364858061,-22.289104012423195,-9.664499636157416,27.0,0.7430667877197266,-1.009925365447998,-1.1367151737213135,3.800391435623169,-0.6351010799407959,-1.9669315814971924
FALSE,FALSE,non-alternating,58,58,John barked the man the instructions,John barked the instructions to the man,def,1,shortDefinite,3929,85,-26.76884535723366,-21.001956305874046,-5.7668890513596125,29.0,0.11850166320800781,-5.169149875640869,-3.480299949645996,1.2660110294818878,-4.123868823051453,-1.546520709991455
FALSE,FALSE,non-alternating,58,58,Alice barked a man the instructions,Alice barked the instructions to a man,def,1,shortIndefinite,3930,36,-47.092695565195754,-30.607186491135508,-16.485509074060246,15.166666666666666,0.2403564453125,-7.152225613594055,-5.228670120239258,3.0518815517425537,-2.2519633769989014,-4.154924392700195
TRUE,FALSE,non-alternating,58,58,Linda barked the man wearing the hat her reply,Linda barked her reply to the man wearing the hat,def,2,longDefinite,3931,87,-57.50063935814251,-36.605444714536134,-20.895194643606374,13.0,-0.9145889282226562,-6.040258884429932,-17.26274561882019,-3.2360281944274902,-12.580506086349487,-4.247202515602112
TRUE,FALSE,non-alternating,58,58,Mary barked a man from work her reply,Mary barked her reply to a man from work,def,2,longIndefinite,3932,37,-67.99109629739542,-40.18322802375769,-27.807868273637723,24.818181818181817,-0.6362037658691406,-4.805407285690308,-10.527858257293701,-0.44204020500183105,-6.916706085205078,-5.982449889183044
TRUE,FALSE,non-alternating,58,58,Alice barked him her reply,Alice barked her reply to him,def,2,pronoun,3933,88,-43.74024858357734,-27.18765670369612,-16.55259187988122,12.4,2.06597900390625,-2.4034484028816223,-4.935347080230713,1.0262291431427002,-3.4458467960357666,-2.012277364730835
TRUE,FALSE,non-alternating,58,58,Alice barked the woman her reply,Alice barked her reply to the woman,def,2,shortDefinite,3934,39,-40.71468001924222,-28.773444606515113,-11.94123541272711,17.555555555555557,0.4337959289550781,-6.861695885658264,-6.34262228012085,-3.980074167251587,-5.536352515220642,0.1984490156173706
TRUE,FALSE,non-alternating,58,58,Maria barked a man her reply,Maria barked her reply to a man,def,2,shortIndefinite,3935,89,-47.838821103272494,-34.57937517471146,-13.259445928561036,12.6,-0.6703414916992188,-5.770195364952087,-8.037550449371338,-6.039949178695679,-5.643725633621216,-2.88145911693573
FALSE,FALSE,non-alternating,58,58,Juan barked the man wearing the hat an order,Juan barked an order to the man wearing the hat,indef,3,longDefinite,3936,40,-31.681109742901754,-23.749798178032506,-7.931311564869247,18.1,-1.0519828796386719,-0.12811356782913208,-11.73907196521759,2.3067861795425415,-12.384412467479706,-1.0733683109283447
FALSE,FALSE,non-alternating,58,58,Linda barked a man who was wearing a hat an order,Linda barked an order to a man who was wearing a hat,indef,3,longIndefinite,3937,90,-33.65675882724463,-19.237152334244456,-14.419606493000174,1.5555555555555556,-1.881591796875,-3.6992027759552,-11.501315623521805,-8.80312442779541,-12.069851584732533,-3.2098424434661865
FALSE,FALSE,non-alternating,58,58,John barked her an order,John barked an order to her,indef,3,pronoun,3938,41,-19.674990232277196,-14.143606540048495,-5.531383692228701,34.46153846153846,0.6652317047119141,-3.688761353492737,-1.095916986465454,2.8269710540771484,-2.0336829125881195,-2.7438541650772095
FALSE,FALSE,non-alternating,58,58,Linda barked the man an order,Linda barked an order to the man,indef,3,shortDefinite,3939,92,-19.05330958837294,-18.060313419497106,-0.992996168875834,24.076923076923077,-0.85150146484375,-2.708998680114746,-5.362420439720154,-6.220487475395203,-5.579789936542511,-1.8939260244369507
FALSE,FALSE,non-alternating,58,58,Juan barked a man an order,Juan barked an order to a man,indef,3,shortIndefinite,3940,42,-30.701217390596867,-20.118662894004956,-10.58255449659191,16.545454545454547,-0.5342483520507812,-2.3535505533218384,-7.283340692520142,3.5242044925689697,-5.400169372558594,-1.6985853910446167
FALSE,FALSE,non-alternating,58,58,John barked the man from work some directions,John barked some directions to the man from work,indef,4,longDefinite,3941,93,-54.602675086352974,-31.711149472743273,-22.8915256136097,16.2,-0.22824478149414062,-7.118598818778992,-4.572308659553528,9.947050094604492,-10.731148958206177,-0.355185866355896
FALSE,FALSE,non-alternating,58,58,Alice barked a man wearing a hat some directions,Alice barked some directions to a man wearing a hat,indef,4,longIndefinite,3942,44,-48.16439006582368,-29.059339908184484,-19.105050157639198,5.230769230769231,-0.7321929931640625,-3.639634132385254,-14.572543889284134,4.906357049942017,-12.929465889930725,-0.3037952780723572
FALSE,FALSE,non-alternating,58,58,Juan barked her some directions,Juan barked some directions to her,indef,4,pronoun,3943,94,-32.76910353731364,-27.605158780002967,-5.163944757310674,5.625,1.2938957214355469,-4.701727390289307,-0.5457644462585449,10.428364515304565,-2.3194591999053955,-0.8679627180099487
FALSE,FALSE,non-alternating,58,58,Bob barked the man some directions,Bob barked some directions to the man,indef,4,shortDefinite,3944,45,-27.259934896603227,-25.173163714352995,-2.0867711822502315,19.384615384615383,-0.21763229370117188,-4.75717830657959,-3.312097668647766,9.055476427078247,-4.341091156005859,-0.41719484329223633
FALSE,FALSE,non-alternating,58,58,Michael barked a man some directions,Michael barked some directions to a man,indef,4,shortIndefinite,3945,95,-37.37012981635053,-28.68355567276012,-8.686574143590406,9.285714285714286,-0.1847076416015625,-8.20323896408081,-3.972496509552002,3.980822801589966,-2.9920811653137207,0.8093760013580322
FALSE,FALSE,non-alternating,58,58,Juan barked the woman who was from work something,Juan barked something to the woman who was from work,something,5,longDefinite,3946,46,-56.888360540382564,-40.21625668910565,-16.672103851276916,7.333333333333333,-0.156005859375,-0.7410837411880493,-8.130744099617004,-3.119678020477295,-13.408358812332153,2.2613567113876343
FALSE,FALSE,non-alternating,58,58,Maria barked a woman wearing a hat something,Maria barked something to a woman wearing a hat,something,5,longIndefinite,3947,97,-53.10487597552128,-29.72861297239433,-23.37626300312695,20.9,0.0518035888671875,-2.8175848722457886,-9.52502116560936,9.127245783805847,-6.577231973409653,-0.9566634297370911
FALSE,FALSE,non-alternating,58,58,Bob barked her something,Bob barked something to her,something,5,pronoun,3948,47,-34.02771510579623,-26.717511977243703,-7.31020312855253,22.88888888888889,0.4657630920410156,-2.897448778152466,-3.2144415378570557,0.5134603977203369,-4.376583814620972,-2.255820155143738
FALSE,FALSE,non-alternating,58,58,Juan barked the man something,Juan barked something to the man,something,5,shortDefinite,3949,98,-29.60515487578232,-24.67087553156307,-4.934279344219249,22.444444444444443,-0.07705497741699219,-0.1348094940185547,-6.540550589561462,1.0018062591552734,-7.282447814941406,0.4767115116119385
FALSE,FALSE,non-alternating,58,58,Michael barked a man something,Michael barked something to a man,something,5,shortIndefinite,3950,49,-43.214816091698594,-28.99346144212177,-14.221354649576824,7.166666666666667,0.17754173278808594,-0.07991266250610352,-8.363695859909058,3.0854601860046387,-7.435921907424927,0.580920934677124
FALSE,FALSE,non-alternating,59,59,Alice recounted the woman wearing the hat the story,Alice recounted the story to the woman wearing the hat,def,1,longDefinite,3951,99,-32.73142556846142,-29.87031927984208,-2.8611062886193395,7.0,-3.3226394653320312,-5.23698890209198,-11.845327496528625,1.3692317008972168,-10.277227997779846,-7.90338408946991
FALSE,FALSE,non-alternating,59,59,Bob recounted a man who was from work the story,Bob recounted the story to a man who was from work,def,1,longIndefinite,3952,50,-57.952901179203764,-38.14357608463615,-19.809325094567612,4.333333333333333,-3.6539878845214844,-1.9600510597229004,-10.806745111942291,7.4389777183532715,-10.733360469341278,-4.4889384508132935
FALSE,FALSE,non-alternating,59,59,Mary recounted him the story,Mary recounted the story to him,def,1,pronoun,3953,0,-21.184660710627213,-14.579967383411713,-6.6046933272155,27.333333333333332,-2.0217857360839844,-3.4104928970336914,-1.2613062858581543,-2.7623932361602783,-3.2712050676345825,-2.0429681539535522
FALSE,FALSE,non-alternating,59,59,Michael recounted the man the story,Michael recounted the story to the man,def,1,shortDefinite,3954,51,-23.445259291795082,-17.51586775155738,-5.929391540237702,6.181818181818182,-1.8331871032714844,-8.774343013763428,-5.524145841598511,6.6297895312309265,-7.691137075424194,-2.942231059074402
FALSE,FALSE,non-alternating,59,59,Alice recounted a woman the story,Alice recounted the story to a woman,def,1,shortIndefinite,3955,2,-39.688953809440136,-25.49768189061433,-14.191271918825805,10.727272727272727,-3.477987289428711,-7.472414970397949,-8.414648175239563,5.378751277923584,-8.337082862854004,-5.637876987457275
FALSE,FALSE,non-alternating,59,59,Linda recounted the woman wearing the hat the tale,Linda recounted the tale to the woman wearing the hat,def,2,longDefinite,3956,52,-37.377575759310275,-32.17908088932745,-5.198494869982824,6.923076923076923,0.2409210205078125,-4.556830167770386,-11.129347801208496,-4.978059411048889,-11.350622415542603,-8.030199646949768
FALSE,FALSE,non-alternating,59,59,Alice recounted a man from work the tale,Alice recounted the tale to a man from work,def,2,longIndefinite,3957,3,-50.01575078861788,-30.585225206799805,-19.430525581818074,7.571428571428571,0.5970535278320312,-3.3025052547454834,-13.946171760559082,8.918282747268677,-10.57376754283905,-5.177055358886719
FALSE,FALSE,non-alternating,59,59,Juan recounted her the tale,Juan recounted the tale to her,def,2,pronoun,3958,53,-31.583454503910616,-21.70505724544637,-9.878397258464247,21.692307692307693,0.9768505096435547,-5.249184608459473,-2.2230721712112427,8.72076964378357,-5.164188027381897,-2.9566136598587036
FALSE,FALSE,non-alternating,59,59,Maria recounted the man the tale,Maria recounted the tale to the man,def,2,shortDefinite,3959,4,-29.261135063366964,-22.270302813034505,-6.99083225033246,13.076923076923077,1.7303733825683594,-4.077945947647095,-5.196680426597595,6.945939302444458,-7.174618124961853,-5.26557731628418
FALSE,FALSE,non-alternating,59,59,Michael recounted a woman the tale,Michael recounted the tale to a woman,def,2,shortIndefinite,3960,55,-44.0106694214046,-25.793556031538174,-18.217113389866427,12.153846153846153,0.08246040344238281,-7.348429918289185,-8.298765897750854,8.30566143989563,-8.850115895271301,-7.1159727573394775
FALSE,FALSE,non-alternating,59,59,Juan recounted the woman who was from work some news,Juan recounted some news to the woman who was from work,indef,3,longDefinite,3961,5,-62.82448997418396,-52.69543551886454,-10.12905445531942,9.181818181818182,0.8723716735839844,-1.4502959251403809,-7.062366008758545,-5.847453355789185,-8.020751714706421,-4.787384986877441
FALSE,FALSE,non-alternating,59,59,Michael recounted a woman wearing a hat some news,Michael recounted some news to a woman wearing a hat,indef,3,longIndefinite,3962,56,-43.36597059038468,-39.95581546309404,-3.4101551272906363,12.307692307692308,0.8448505401611328,-11.156051874160767,-6.179121941328049,2.4749295711517334,-6.93781304359436,-3.4273998141288757
FALSE,FALSE,non-alternating,59,59,John recounted her some news,John recounted some news to her,indef,3,pronoun,3963,7,-33.67128387186676,-31.247874343767762,-2.4234095280990005,22.6,2.200878143310547,-5.494794249534607,-0.45881032943725586,8.615793943405151,-3.590467691421509,-4.295568227767944
FALSE,FALSE,non-alternating,59,59,Michael recounted the man some news,Michael recounted some news to the man,indef,3,shortDefinite,3964,57,-31.14623246109113,-33.00906037213281,1.862827911041677,22.555555555555557,1.7405967712402344,-4.7165446281433105,-1.3188334703445435,3.1197242736816406,-1.8919830322265625,-2.246801495552063
FALSE,FALSE,non-alternating,59,59,Michael recounted a man some news,Michael recounted some news to a man,indef,3,shortIndefinite,3965,8,-46.367765142349526,-39.33026628312655,-7.037498859222978,16.4,1.2792472839355469,-7.266213655471802,-1.9343667030334473,7.218754768371582,-2.8387553691864014,-1.3636023998260498
FALSE,FALSE,non-alternating,59,59,John recounted the woman wearing the hat some information,John recounted some information to the woman wearing the hat,indef,4,longDefinite,3966,58,-45.711051650578156,-40.61665877309861,-5.0943928774795495,14.6,0.07387542724609375,-5.457286953926086,-9.606195986270905,-0.03857827186584473,-6.243774771690369,-7.465052127838135
FALSE,FALSE,non-alternating,59,59,Maria recounted a woman from work some information,Maria recounted some information to a woman from work,indef,4,longIndefinite,3967,9,-56.08811767422594,-41.591675298055634,-14.496442376170307,17.6,0.4604530334472656,-3.7731313705444336,-9.603270769119263,3.836874485015869,-6.10246467590332,-6.2433459758758545
FALSE,FALSE,non-alternating,59,59,Michael recounted her some information,Michael recounted some information to her,indef,4,pronoun,3968,60,-31.163357592537068,-26.886250936659053,-4.277106655878015,36.27272727272727,2.436983108520508,-7.758369445800781,-2.3972177505493164,4.168973445892334,-3.215989112854004,-3.357454299926758
FALSE,FALSE,non-alternating,59,59,Michael recounted the man some information,Michael recounted some information to the man,indef,4,shortDefinite,3969,10,-28.17212414299138,-27.536588644143194,-0.6355354988481849,19.454545454545453,1.0698699951171875,-3.4303433895111084,-3.326476216316223,0.31954216957092285,-1.7195290327072144,-1.9878591299057007
FALSE,FALSE,non-alternating,59,59,Michael recounted a man some information,Michael recounted some information to a man,indef,4,shortIndefinite,3970,61,-48.97369279828854,-36.7210107287392,-12.252682069549337,9.0,0.6244125366210938,-5.315975189208984,-5.151520252227783,8.38664960861206,-3.960430145263672,-1.4460771083831787
FALSE,FALSE,non-alternating,59,59,Michael recounted the woman who was from work something,Michael recounted something to the woman who was from work,something,5,longDefinite,3971,12,-52.57840405474417,-45.613359661307186,-6.965044393436983,8.714285714285714,1.98773193359375,-3.457638382911682,-5.510372519493103,2.26263427734375,-8.049052476882935,-2.5333240032196045
FALSE,FALSE,non-alternating,59,59,Alice recounted a man wearing a hat something,Alice recounted something to a man wearing a hat,something,5,longIndefinite,3972,62,-46.001166839618236,-37.70951778721064,-8.291649052407593,11.11111111111111,1.8130321502685547,-3.9552104473114014,-5.4990295469760895,3.9929518699645996,-5.9224854707717896,-4.128079891204834
FALSE,FALSE,non-alternating,59,59,Michael recounted her something,Michael recounted something to her,something,5,pronoun,3973,13,-34.689154178020544,-27.407875054166652,-7.281279123853892,12.833333333333334,2.1259841918945312,-4.68382203578949,-2.728929281234741,-6.781845331192017,-4.392929315567017,-4.239983797073364
FALSE,FALSE,non-alternating,59,59,Alice recounted the woman something,Alice recounted something to the woman,something,5,shortDefinite,3974,63,-37.01811678521335,-30.932600322179496,-6.085516463033855,14.333333333333334,1.8336563110351562,-2.381671905517578,-6.752570271492004,-4.86789608001709,-6.9484862089157104,-6.367422103881836
FALSE,FALSE,non-alternating,59,59,Michael recounted a man something,Michael recounted something to a man,something,5,shortIndefinite,3975,14,-46.64724954217672,-38.44188852724619,-8.205361014930531,11.0,2.0518550872802734,-2.094966173171997,-3.8218348026275635,3.919266939163208,-3.9656717777252197,-2.5539112091064453
FALSE,FALSE,non-alternating,60,60,Michael whined the man from work the complaint,Michael whined the complaint to the man from work,def,1,longDefinite,3976,65,-48.28953370155068,-30.780678797338624,-17.508854904212058,26.09090909090909,0.4742431640625,0.7509779930114746,-3.827607035636902,-4.524471998214722,-4.41332471370697,0.8514624834060669
FALSE,FALSE,non-alternating,60,60,Juan whined a woman who was wearing a hat the complaint,Juan whined the complaint to a woman who was wearing a hat,def,1,longIndefinite,3977,15,-37.364006480551325,-29.54627999442164,-7.817726486129686,14.1,-1.4985389709472656,-5.775389134883881,-3.697416812181473,2.5234591960906982,-12.331069827079773,-8.856406033039093
FALSE,FALSE,non-alternating,60,60,Bob whined her the complaint,Bob whined the complaint to her,def,1,pronoun,3978,66,-34.91599310061429,-24.068050255649723,-10.847942844964564,37.36363636363637,1.5186691284179688,-0.008730649948120117,-1.11720609664917,5.310575246810913,-1.763456106185913,-1.5466573238372803
FALSE,FALSE,non-alternating,60,60,Bob whined the man the complaint,Bob whined the complaint to the man,def,1,shortDefinite,3979,16,-32.18241005286109,-25.8096065671416,-6.372803485719487,6.125,0.6291828155517578,-4.218804717063904,-2.92390775680542,3.576918125152588,-4.0133087038993835,-1.8864775896072388
FALSE,FALSE,non-alternating,60,60,Bob whined a woman the complaint,Bob whined the complaint to a woman,def,1,shortIndefinite,3980,67,-41.78156207012944,-33.2555024944013,-8.52605957572814,15.666666666666666,-0.02093505859375,-4.934786081314087,-4.9338765144348145,1.516676902770996,-4.721243619918823,-4.34009313583374
FALSE,FALSE,non-alternating,60,60,Michael whined the man who was wearing the hat the comment,Michael whined the comment to the man who was wearing the hat,def,2,longDefinite,3981,18,-28.69577751343604,-21.94439606560627,-6.751381447829772,15.666666666666666,-1.0233650207519531,-4.29444420337677,-3.7897818088531494,2.1748859882354736,-7.882393836975098,-6.0349777936935425
FALSE,FALSE,non-alternating,60,60,Bob whined a man who was wearing a hat the comment,Bob whined the comment to a man who was wearing a hat,def,2,longIndefinite,3982,68,-31.167488662991673,-23.221910105319694,-7.945578557671979,15.0,-1.2985801696777344,-10.14218670129776,-5.383518844842911,13.377110838890076,-8.561532467603683,-7.704569518566132
FALSE,FALSE,non-alternating,60,60,Linda whined him the comment,Linda whined the comment to him,def,2,pronoun,3983,19,-34.60648410365684,-20.672645690327045,-13.933838413329795,28.625,2.7154998779296875,-1.3850417137145996,-3.0541117191314697,5.028614282608032,-2.398005962371826,0.7401607036590576
FALSE,FALSE,non-alternating,60,60,Michael whined the man the comment,Michael whined the comment to the man,def,2,shortDefinite,3984,70,-29.80071212776238,-20.185058445844334,-9.615653681918047,17.333333333333332,1.0646209716796875,-4.846938848495483,-3.322155475616455,0.43519438803195953,-3.154680848121643,-0.44046950340270996
FALSE,FALSE,non-alternating,60,60,Alice whined a woman the comment,Alice whined the comment to a woman,def,2,shortIndefinite,3985,20,-41.87527090369258,-30.681224133702926,-11.194046769989654,16.5,-0.8403816223144531,-6.088944673538208,-2.173231363296509,10.693805932998657,-2.6002159118652344,-3.5393097400665283
FALSE,FALSE,non-alternating,60,60,Michael whined the man wearing the hat a gripe,Michael whined a gripe to the man wearing the hat,indef,3,longDefinite,3986,71,-31.317700871033594,-26.458257437858265,-4.859443433175329,23.545454545454547,2.019878387451172,-1.830138921737671,-6.283762741833925,-8.703171968460083,-5.310500226914883,0.4826279878616333
FALSE,FALSE,non-alternating,60,60,Maria whined a man who was from work a gripe,Maria whined a gripe to a man who was from work,indef,3,longIndefinite,3987,21,-45.66996752284467,-35.883168100961484,-9.786799421883188,19.8,1.4618949890136719,2.15500009059906,-1.9464465230703354,-3.28793203830719,-5.544087737798691,3.9036225080490112
FALSE,FALSE,non-alternating,60,60,Mary whined him a gripe,Mary whined a gripe to him,indef,3,pronoun,3988,72,-24.508644967107102,-19.58327965044009,-4.925365316667012,36.09090909090909,4.165685653686523,1.8932123184204102,0.4152728095650673,0.31885862350463867,-0.36972327530384064,0.9087094068527222
FALSE,FALSE,non-alternating,60,60,Alice whined the man a gripe,Alice whined a gripe to the man,indef,3,shortDefinite,3989,23,-21.59797892521601,-19.855194995645434,-1.742783929570578,24.285714285714285,2.8991775512695312,3.215259552001953,-0.49100568890571594,2.0136663913726807,-2.4071724712848663,2.39013135433197
FALSE,FALSE,non-alternating,60,60,Linda whined a woman a gripe,Linda whined a gripe to a woman,indef,3,shortIndefinite,3990,73,-42.26140540302731,-30.615743564558215,-11.645661838469096,18.90909090909091,2.5700302124023438,1.6604245901107788,-2.095853179693222,-1.257448136806488,-0.3996214419603348,0.41183412075042725
FALSE,FALSE,non-alternating,60,60,Mary whined the woman who was from work a reply,Mary whined a reply to the woman who was from work,indef,4,longDefinite,3991,24,-53.42689454340143,-33.43984942306997,-19.98704512033146,20.444444444444443,-1.7863578796386719,-0.3147108554840088,-5.587730050086975,-5.165663242340088,-4.2216339111328125,0.11337339878082275
FALSE,FALSE,non-alternating,60,60,Mary whined a woman who was wearing a hat a reply,Mary whined a reply to a woman who was wearing a hat,indef,4,longIndefinite,3992,75,-33.94588010170264,-24.05475588608533,-9.89112421561731,3.9166666666666665,-2.1707763671875,-3.4545217156410217,-4.715727806091309,-1.829608976840973,-7.34683683514595,-6.084634482860565
FALSE,FALSE,non-alternating,60,60,Mary whined him a reply,Mary whined a reply to him,indef,4,pronoun,3993,25,-29.0588272055611,-17.75040166481631,-11.308425540744793,15.3,1.9497604370117188,-2.6290887594223022,-2.9056109189987183,-3.168727397918701,-0.6659901142120361,-1.475713849067688
FALSE,FALSE,non-alternating,60,60,Linda whined the woman a reply,Linda whined a reply to the woman,indef,4,shortDefinite,3994,76,-27.591567606374156,-22.26712549693184,-5.324442109442316,11.0,-1.0849952697753906,-6.401985764503479,-4.965982675552368,-0.6437852382659912,-0.9504988193511963,-0.894923985004425
FALSE,FALSE,non-alternating,60,60,Mary whined a man a reply,Mary whined a reply to a man,indef,4,shortIndefinite,3995,26,-36.83199004549533,-27.231177547306288,-9.600812498189043,18.22222222222222,0.11257171630859375,-5.546790242195129,-1.7700484991073608,7.374981731176376,-1.402773380279541,-0.861720085144043
FALSE,FALSE,non-alternating,60,60,John whined the woman who was wearing the hat something,John whined something to the woman who was wearing the hat,something,5,longDefinite,3996,77,-34.740832269599196,-18.6888571082236,-16.051975161375594,19.4,-0.9346694946289062,-3.0261518955230713,-7.859764456748962,-3.8691123723983765,-8.991042613983154,-0.3222883939743042
FALSE,FALSE,non-alternating,60,60,Michael whined a man who was wearing a hat something,Michael whined something to a man who was wearing a hat,something,5,longIndefinite,3997,28,-31.530599421239458,-16.234232827991946,-15.296366593247512,12.222222222222221,-0.9693183898925781,-0.8614282011985779,-6.3602889478206635,-1.3002195358276367,-8.41683241724968,0.27737969160079956
FALSE,FALSE,non-alternating,60,60,Linda whined him something,Linda whined something to him,something,5,pronoun,3998,78,-24.527852832339704,-20.22183566926833,-4.306017163071374,9.0,2.190603256225586,-0.9211750030517578,-3.884845018386841,0.6936943531036377,-6.782686233520508,-2.981197476387024
FALSE,FALSE,non-alternating,60,60,Maria whined the woman something,Maria whined something to the woman,something,5,shortDefinite,3999,29,-20.438247475540265,-17.028339977601718,-3.4099074979385477,12.777777777777779,-0.31008148193359375,-0.658536434173584,-5.546893835067749,3.4380202293395996,-6.017148017883301,-0.03423011302947998
