takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio
FALSE,FALSE,non-alternating,62,62,Alice chanted a man from work the song,Alice chanted the song to a man from work,def,1,longIndefinite,4027,46,-52.38249080022797,-29.76847002096474,-22.614020779263228
FALSE,FALSE,non-alternating,62,62,Alice chanted him the song,Alice chanted the song to him,def,1,pronoun,4028,97,-27.714866681955755,-20.91900903568603,-6.795857646269724
FALSE,FALSE,non-alternating,62,62,Mary chanted the man the song,Mary chanted the song to the man,def,1,shortDefinite,4029,47,-24.870147975627333,-22.630540323385503,-2.23960765224183
FALSE,FALSE,non-alternating,62,62,Mary chanted a woman the song,Mary chanted the song to a woman,def,1,shortIndefinite,4030,98,-36.767151640728116,-30.363155722850934,-6.403995917877182
FALSE,FALSE,non-alternating,62,62,John chanted the woman from work the lyrics,John chanted the lyrics to the woman from work,def,2,longDefinite,4031,49,-59.59978380938992,-36.00257925875485,-23.59720455063507
FALSE,FALSE,non-alternating,62,62,Michael chanted a man who was from work the lyrics,Michael chanted the lyrics to a man who was from work,def,2,longIndefinite,4032,99,-67.48545254580677,-40.327765808440745,-27.15768673736602
FALSE,FALSE,non-alternating,62,62,Bob chanted her the lyrics,Bob chanted the lyrics to her,def,2,pronoun,4033,50,-30.23453962872736,-21.625424412544817,-8.609115216182545
FALSE,FALSE,non-alternating,62,62,Michael chanted the woman the lyrics,Michael chanted the lyrics to the woman,def,2,shortDefinite,4034,1,-28.72840941674076,-26.69141249009408,-2.0369969266466796
FALSE,FALSE,non-alternating,62,62,John chanted a woman the lyrics,John chanted the lyrics to a woman,def,2,shortIndefinite,4035,51,-37.02827770356089,-23.953179988078773,-13.075097715482116
FALSE,FALSE,non-alternating,62,62,John chanted the man wearing the hat a prayer,John chanted a prayer to the man wearing the hat,indef,3,longDefinite,4036,2,-29.833025802392513,-19.94443888461683,-9.888586917775683
FALSE,FALSE,non-alternating,62,62,Mary chanted a man from work a prayer,Mary chanted a prayer to a man from work,indef,3,longIndefinite,4037,52,-44.04210643470287,-23.377225695177913,-20.66488073952496
FALSE,FALSE,non-alternating,62,62,Michael chanted her a prayer,Michael chanted a prayer to her,indef,3,pronoun,4038,3,-15.843799344918807,-12.198147925315425,-3.6456514196033822
FALSE,FALSE,non-alternating,62,62,Alice chanted the woman a prayer,Alice chanted a prayer to the woman,indef,3,shortDefinite,4039,54,-19.251360723137623,-16.13293345202692,-3.118427271110704
FALSE,FALSE,non-alternating,62,62,Linda chanted a man a prayer,Linda chanted a prayer to a man,indef,3,shortIndefinite,4040,4,-30.445078583899885,-22.008221447002143,-8.436857136897743
FALSE,FALSE,non-alternating,62,62,Michael chanted the woman wearing the hat a slogan,Michael chanted a slogan to the woman wearing the hat,indef,4,longDefinite,4041,55,-40.16567441402003,-35.132153551327065,-5.033520862692967
FALSE,FALSE,non-alternating,62,62,Linda chanted a man who was from work a slogan,Linda chanted a slogan to a man who was from work,indef,4,longIndefinite,4042,6,-60.316380948526785,-46.74849284812808,-13.567888100398704
FALSE,FALSE,non-alternating,62,62,Bob chanted her a slogan,Bob chanted a slogan to her,indef,4,pronoun,4043,56,-33.628602987970226,-27.576703330036253,-6.051899657933973
FALSE,FALSE,non-alternating,62,62,Mary chanted the man a slogan,Mary chanted a slogan to the man,indef,4,shortDefinite,4044,7,-30.851915349485353,-29.531788849039003,-1.3201265004463494
FALSE,FALSE,non-alternating,62,62,Linda chanted a woman a slogan,Linda chanted a slogan to a woman,indef,4,shortIndefinite,4045,57,-43.80369955068454,-38.61859175353311,-5.185107797151431
FALSE,FALSE,non-alternating,62,62,John chanted the woman who was wearing the hat something,John chanted something to the woman who was wearing the hat,something,5,longDefinite,4046,8,-41.80934662336949,-20.574425882659853,-21.23492074070964
FALSE,FALSE,non-alternating,62,62,Maria chanted a man who was wearing a hat something,Maria chanted something to a man who was wearing a hat,something,5,longIndefinite,4047,59,-40.33375933137722,-18.935419327208365,-21.39834000416886
FALSE,FALSE,non-alternating,62,62,Juan chanted her something,Juan chanted something to her,something,5,pronoun,4048,9,-33.08698881856981,-19.863281610465492,-13.223707208104315
FALSE,FALSE,non-alternating,62,62,Maria chanted the woman something,Maria chanted something to the woman,something,5,shortDefinite,4049,60,-30.7328401862178,-19.538652012735838,-11.194188173481962
FALSE,FALSE,non-alternating,62,62,Alice chanted a woman something,Alice chanted something to a woman,something,5,shortIndefinite,4050,11,-36.98411178635433,-28.011836274527013,-8.97227551182732
TRUE,FALSE,non-alternating,63,63,Mary murmured the man from work her farewell,Mary murmured her farewell to the man from work,def,1,longDefinite,4051,61,-55.8633465267485,-28.15589198435191,-27.70745454239659
TRUE,FALSE,non-alternating,63,63,Mary murmured a woman wearing a hat her farewell,Mary murmured her farewell to a woman wearing a hat,def,1,longIndefinite,4052,12,-46.5768207795918,-27.8193528552074,-18.7574679243844
TRUE,FALSE,non-alternating,63,63,Linda murmured him her farewell,Linda murmured her farewell to him,def,1,pronoun,4053,62,-37.06430679099867,-21.410863060562406,-15.653443730436265
TRUE,FALSE,non-alternating,63,63,Linda murmured the woman her farewell,Linda murmured her farewell to the woman,def,1,shortDefinite,4054,13,-32.47618829226121,-23.84009851459996,-8.636089777661255
TRUE,FALSE,non-alternating,63,63,Maria murmured a woman her farewell,Maria murmured her farewell to a woman,def,1,shortIndefinite,4055,64,-61.73483871924691,-37.74557650578208,-23.989262213464826
TRUE,FALSE,non-alternating,63,63,Maria murmured the man who was from work her hello,Maria murmured her hello to the man who was from work,def,2,longDefinite,4056,14,-72.15464416594477,-37.35096003860235,-34.80368412734242
TRUE,FALSE,non-alternating,63,63,Alice murmured a man who was from work her hello,Alice murmured her hello to a man who was from work,def,2,longIndefinite,4057,65,-77.07573854946531,-40.36459187051514,-36.71114667895017
TRUE,FALSE,non-alternating,63,63,Alice murmured him her hello,Alice murmured her hello to him,def,2,pronoun,4058,15,-41.9789059930481,-23.43305781914387,-18.545848173904233
TRUE,FALSE,non-alternating,63,63,Mary murmured the woman her hello,Mary murmured her hello to the woman,def,2,shortDefinite,4059,66,-34.22846525046043,-23.847036060178652,-10.381429190281779
TRUE,FALSE,non-alternating,63,63,Maria murmured a woman her hello,Maria murmured her hello to a woman,def,2,shortIndefinite,4060,17,-55.35921368119307,-33.37710613111267,-21.9821075500804
FALSE,FALSE,non-alternating,63,63,Mary murmured the woman from work a greeting,Mary murmured a greeting to the woman from work,indef,3,longDefinite,4061,67,-47.691194471437484,-23.153650051157456,-24.537544420280028
FALSE,FALSE,non-alternating,63,63,Alice murmured a man from work a greeting,Alice murmured a greeting to a man from work,indef,3,longIndefinite,4062,18,-50.83653265348403,-24.496850845462177,-26.33968180802185
FALSE,FALSE,non-alternating,63,63,Mary murmured him a greeting,Mary murmured a greeting to him,indef,3,pronoun,4063,69,-22.322925516054966,-12.820968833868392,-9.501956682186574
FALSE,FALSE,non-alternating,63,63,Juan murmured the man a greeting,Juan murmured a greeting to the man,indef,3,shortDefinite,4064,19,-29.672541741922032,-16.589846750779543,-13.082694991142489
FALSE,FALSE,non-alternating,63,63,John murmured a man a greeting,John murmured a greeting to a man,indef,3,shortIndefinite,4065,70,-42.63041632936802,-23.453183620469645,-19.177232708898373
FALSE,FALSE,non-alternating,63,63,Michael murmured the woman who was wearing the hat a comment,Michael murmured a comment to the woman who was wearing the hat,indef,4,longDefinite,4066,20,-40.92203326328308,-29.560271937574726,-11.361761325708358
FALSE,FALSE,non-alternating,63,63,Alice murmured a woman from work a comment,Alice murmured a comment to a woman from work,indef,4,longIndefinite,4067,71,-57.50468885345617,-38.44148039922584,-19.063208454230335
FALSE,FALSE,non-alternating,63,63,Juan murmured her a comment,Juan murmured a comment to her,indef,4,pronoun,4068,22,-41.94187829684233,-26.87345594825456,-15.068422348587774
FALSE,FALSE,non-alternating,63,63,Michael murmured the woman a comment,Michael murmured a comment to the woman,indef,4,shortDefinite,4069,72,-37.4045829231618,-26.295693615509663,-11.108889307652134
FALSE,FALSE,non-alternating,63,63,Mary murmured a woman a comment,Mary murmured a comment to a woman,indef,4,shortIndefinite,4070,23,-55.54113584512379,-37.55150362313725,-17.98963222198654
FALSE,FALSE,non-alternating,63,63,John murmured the woman who was wearing the hat something,John murmured something to the woman who was wearing the hat,something,5,longDefinite,4071,74,-46.38399274850963,-19.616623150533997,-26.76736959797563
FALSE,FALSE,non-alternating,63,63,Juan murmured a man wearing a hat something,Juan murmured something to a man wearing a hat,something,5,longIndefinite,4072,24,-51.89253267436288,-21.42005873064045,-30.472473943722434
FALSE,FALSE,non-alternating,63,63,Linda murmured him something,Linda murmured something to him,something,5,pronoun,4073,75,-30.04002110811416,-15.30776433844585,-14.73225676966831
FALSE,FALSE,non-alternating,63,63,Michael murmured the man something,Michael murmured something to the man,something,5,shortDefinite,4074,25,-35.159844657348,-13.768372294551227,-21.391472362796776
FALSE,FALSE,non-alternating,63,63,Bob murmured a woman something,Bob murmured something to a woman,something,5,shortIndefinite,4075,76,-41.61100872210227,-22.444790500681847,-19.166218221420422
FALSE,FALSE,non-alternating,64,64,Juan recited the man who was from work the slogan,Juan recited the slogan to the man who was from work,def,1,longDefinite,4076,27,-54.862469910876825,-44.53344923420809,-10.329020676668733
FALSE,FALSE,non-alternating,64,64,John recited a man who was wearing a hat the slogan,John recited the slogan to a man who was wearing a hat,def,1,longIndefinite,4077,77,-35.73695528926328,-23.718504117568955,-12.018451171694323
FALSE,FALSE,non-alternating,64,64,Linda recited him the slogan,Linda recited the slogan to him,def,1,pronoun,4078,28,-28.937855960102752,-24.8047303443891,-4.133125615713652
FALSE,FALSE,non-alternating,64,64,Maria recited the woman the slogan,Maria recited the slogan to the woman,def,1,shortDefinite,4079,78,-34.60997784428764,-29.52422427176498,-5.085753572522663
FALSE,FALSE,non-alternating,64,64,Michael recited a man the slogan,Michael recited the slogan to a man,def,1,shortIndefinite,4080,29,-45.79248572024517,-33.18749896308873,-12.60498675715644
FALSE,FALSE,non-alternating,64,64,Mary recited the man who was from work the story,Mary recited the story to the man who was from work,def,2,longDefinite,4081,80,-49.581515068770386,-40.09971156064421,-9.481803508126177
FALSE,FALSE,non-alternating,64,64,Bob recited a woman wearing a hat the story,Bob recited the story to a woman wearing a hat,def,2,longIndefinite,4082,30,-35.408598439069465,-29.245337489293888,-6.163260949775577
FALSE,FALSE,non-alternating,64,64,Maria recited him the story,Maria recited the story to him,def,2,pronoun,4083,81,-25.31634619180113,-19.81368464557454,-5.502661546226591
FALSE,FALSE,non-alternating,64,64,Linda recited the woman the story,Linda recited the story to the woman,def,2,shortDefinite,4084,32,-26.683510943548754,-23.73094208393013,-2.952568859618623
FALSE,FALSE,non-alternating,64,64,Linda recited a woman the story,Linda recited the story to a woman,def,2,shortIndefinite,4085,82,-42.21011060895398,-30.515047579538077,-11.695063029415905
FALSE,FALSE,non-alternating,64,64,Michael recited the man wearing the hat a prayer,Michael recited a prayer to the man wearing the hat,indef,3,longDefinite,4086,33,-33.29592793318443,-29.57376698043663,-3.7221609527477995
FALSE,FALSE,non-alternating,64,64,Maria recited a man who was wearing a hat a prayer,Maria recited a prayer to a man who was wearing a hat,indef,3,longIndefinite,4087,83,-36.84681489720242,-23.19660647609271,-13.65020842110971
FALSE,FALSE,non-alternating,64,64,John recited her a prayer,John recited a prayer to her,indef,3,pronoun,4088,34,-19.229170801583678,-21.161152054788545,1.9319812532048672
FALSE,FALSE,non-alternating,64,64,Mary recited the man a prayer,Mary recited a prayer to the man,indef,3,shortDefinite,4089,85,-22.416244076099247,-22.460936437360942,0.04469236126169562
FALSE,FALSE,non-alternating,64,64,Mary recited a man a prayer,Mary recited a prayer to a man,indef,3,shortIndefinite,4090,35,-32.586474367883056,-24.75513939000666,-7.831334977876395
FALSE,FALSE,non-alternating,64,64,John recited the woman who was wearing the hat a poem,John recited a poem to the woman who was wearing the hat,indef,4,longDefinite,4091,86,-29.208629025379196,-21.947944255080074,-7.260684770299122
FALSE,FALSE,non-alternating,64,64,Juan recited a man from work a poem,Juan recited a poem to a man from work,indef,4,longIndefinite,4092,37,-41.684057677164674,-32.29152331221849,-9.392534364946187
FALSE,FALSE,non-alternating,64,64,Michael recited her a poem,Michael recited a poem to her,indef,4,pronoun,4093,87,-18.052688442519866,-14.839650186593644,-3.2130382559262216
FALSE,FALSE,non-alternating,64,64,Mary recited the woman a poem,Mary recited a poem to the woman,indef,4,shortDefinite,4094,38,-21.117610662360676,-20.35406882269308,-0.7635418396675959
FALSE,FALSE,non-alternating,64,64,John recited a woman a poem,John recited a poem to a woman,indef,4,shortIndefinite,4095,88,-35.88902121596038,-24.567726985551417,-11.321294230408967
FALSE,FALSE,non-alternating,64,64,Linda recited the woman who was wearing the hat something,Linda recited something to the woman who was wearing the hat,something,5,longDefinite,4096,39,-42.93882398196729,-30.87405404652236,-12.064769935444929
FALSE,FALSE,non-alternating,64,64,Mary recited a woman who was wearing a hat something,Mary recited something to a woman who was wearing a hat,something,5,longIndefinite,4097,90,-44.02173722686712,-27.37606860586675,-16.645668621000368
FALSE,FALSE,non-alternating,64,64,Bob recited her something,Bob recited something to her,something,5,pronoun,4098,40,-33.657821281580254,-27.07414219691418,-6.583679084666073
FALSE,FALSE,non-alternating,64,64,Linda recited the woman something,Linda recited something to the woman,something,5,shortDefinite,4099,91,-35.91517180437222,-28.503980985027738,-7.411190819344483
FALSE,FALSE,non-alternating,64,64,Michael recited a man something,Michael recited something to a man,something,5,shortIndefinite,4100,42,-42.25504768639803,-32.54881937231403,-9.706228314084
FALSE,FALSE,non-alternating,65,65,Alice moaned the woman who was from work the response,Alice moaned the response to the woman who was from work,def,1,longDefinite,4101,92,-67.3892196941888,-53.37001501058694,-14.019204683601856
FALSE,FALSE,non-alternating,65,65,Alice moaned a man wearing a hat the response,Alice moaned the response to a man wearing a hat,def,1,longIndefinite,4102,43,-55.76124604605138,-43.805134795373306,-11.956111250678077
FALSE,FALSE,non-alternating,65,65,Bob moaned her the response,Bob moaned the response to her,def,1,pronoun,4103,93,-53.996389736421406,-42.009550167713314,-11.986839568708092
FALSE,FALSE,non-alternating,65,65,Linda moaned the man the response,Linda moaned the response to the man,def,1,shortDefinite,4104,44,-53.148527346435,-42.35158484557178,-10.796942500863224
FALSE,FALSE,non-alternating,65,65,Alice moaned a man the response,Alice moaned the response to a man,def,1,shortIndefinite,4105,95,-52.14712904160842,-46.91046402254142,-5.236665019067004
FALSE,FALSE,non-alternating,65,65,Mary moaned the man wearing the hat the complaint,Mary moaned the complaint to the man wearing the hat,def,2,longDefinite,4106,45,-51.413715963601135,-40.86657583527267,-10.547140128328465
FALSE,FALSE,non-alternating,65,65,Mary moaned a woman who was from work the complaint,Mary moaned the complaint to a woman who was from work,def,2,longIndefinite,4107,96,-70.083439602633,-53.4757915699156,-16.607648032717407
FALSE,FALSE,non-alternating,65,65,Mary moaned him the complaint,Mary moaned the complaint to him,def,2,pronoun,4108,46,-49.370882357354276,-34.18506503547542,-15.185817321878858
FALSE,FALSE,non-alternating,65,65,John moaned the man the complaint,John moaned the complaint to the man,def,2,shortDefinite,4109,97,-48.395319396280684,-34.87735268683173,-13.517966709448956
FALSE,FALSE,non-alternating,65,65,Bob moaned a man the complaint,Bob moaned the complaint to a man,def,2,shortIndefinite,4110,48,-54.33710657199845,-45.47383918904234,-8.86326738295611
FALSE,FALSE,non-alternating,65,65,Linda moaned the woman wearing the hat a plea,Linda moaned a plea to the woman wearing the hat,indef,3,longDefinite,4111,98,-44.38207606499782,-34.91372349538142,-9.4683525696164
FALSE,FALSE,non-alternating,65,65,Michael moaned a man wearing a hat a plea,Michael moaned a plea to a man wearing a hat,indef,3,longIndefinite,4112,49,-50.97932947380468,-29.048719069105573,-21.93061040469911
FALSE,FALSE,non-alternating,65,65,John moaned her a plea,John moaned a plea to her,indef,3,pronoun,4113,0,-42.26226364937611,-25.021247505792417,-17.241016143583693
FALSE,FALSE,non-alternating,65,65,Bob moaned the woman a plea,Bob moaned a plea to the woman,indef,3,shortDefinite,4114,50,-44.590373301063664,-28.700050359067973,-15.890322941995692
FALSE,FALSE,non-alternating,65,65,Michael moaned a man a plea,Michael moaned a plea to a man,indef,3,shortIndefinite,4115,1,-46.11407244973816,-34.11658334056847,-11.997489109169692
FALSE,FALSE,non-alternating,65,65,Alice moaned the woman who was from work a name,Alice moaned a name to the woman who was from work,indef,4,longDefinite,4116,51,-58.84001278143842,-50.55110995285213,-8.288902828586288
FALSE,FALSE,non-alternating,65,65,Alice moaned a man wearing a hat a name,Alice moaned a name to a man wearing a hat,indef,4,longIndefinite,4117,2,-47.65729356580414,-36.56309994577896,-11.09419362002518
FALSE,FALSE,non-alternating,65,65,Mary moaned him a name,Mary moaned a name to him,indef,4,pronoun,4118,53,-40.351183434948325,-33.39543064148165,-6.955752793466672
FALSE,FALSE,non-alternating,65,65,Bob moaned the man a name,Bob moaned a name to the man,indef,4,shortDefinite,4119,3,-38.01873301353771,-33.880338975577615,-4.138394037960097
FALSE,FALSE,non-alternating,65,65,Maria moaned a woman a name,Maria moaned a name to a woman,indef,4,shortIndefinite,4120,54,-51.8844499362167,-46.00049937237054,-5.883950563846156
FALSE,FALSE,non-alternating,65,65,John moaned the woman who was wearing the hat something,John moaned something to the woman who was wearing the hat,something,5,longDefinite,4121,5,-48.611346267862245,-31.2460749814054,-17.365271286456846
FALSE,FALSE,non-alternating,65,65,John moaned a woman wearing a hat something,John moaned something to a woman wearing a hat,something,5,longIndefinite,4122,55,-51.961636720458046,-31.708056677831337,-20.25358004262671
FALSE,FALSE,non-alternating,65,65,Linda moaned him something,Linda moaned something to him,something,5,pronoun,4123,6,-40.58394001645502,-32.580225056328345,-8.003714960126672
FALSE,FALSE,non-alternating,65,65,Linda moaned the man something,Linda moaned something to the man,something,5,shortDefinite,4124,56,-42.68479134666268,-28.304038177535404,-14.380753169127274
FALSE,FALSE,non-alternating,65,65,Juan moaned a man something,Juan moaned something to a man,something,5,shortIndefinite,4125,7,-42.45880226767622,-34.56498829473276,-7.893813972943462
FALSE,FALSE,non-alternating,66,66,Alice whistled the man wearing the hat approval,Alice whistled approval to the man wearing the hat,def,1,longDefinite,4126,58,-42.937317011645064,-40.36962380615296,-2.5676932054921053
FALSE,FALSE,non-alternating,66,66,John whistled a man who was wearing a hat approval,John whistled approval to a man who was wearing a hat,def,1,longIndefinite,4127,8,-40.13450293929782,-28.89649629429914,-11.238006644998677
FALSE,FALSE,non-alternating,66,66,Juan whistled her approval,Juan whistled approval to her,def,1,pronoun,4128,59,-31.22291349817533,-31.96132544777356,0.7384119495982304
FALSE,FALSE,non-alternating,66,66,Alice whistled the woman approval,Alice whistled approval to the woman,def,1,shortDefinite,4129,9,-41.428663335042074,-34.64821102004498,-6.780452314997092
FALSE,FALSE,non-alternating,66,66,Maria whistled a man approval,Maria whistled approval to a man,def,1,shortIndefinite,4130,60,-45.91147094836924,-41.14196254569106,-4.769508402678184
FALSE,FALSE,non-alternating,66,66,Mary whistled the woman who was from work the song,Mary whistled the song to the woman who was from work,def,2,longDefinite,4131,11,-57.487909509800375,-38.19877519237343,-19.289134317426942
FALSE,FALSE,non-alternating,66,66,Linda whistled a man who was wearing a hat the song,Linda whistled the song to a man who was wearing a hat,def,2,longIndefinite,4132,61,-32.59597084240522,-22.18048800958786,-10.41548283281736
FALSE,FALSE,non-alternating,66,66,Alice whistled him the song,Alice whistled the song to him,def,2,pronoun,4133,12,-29.813983377069235,-21.28786734980531,-8.526116027263924
FALSE,FALSE,non-alternating,66,66,Bob whistled the man the song,Bob whistled the song to the man,def,2,shortDefinite,4134,63,-26.567211433080956,-23.60223120066803,-2.964980232412927
FALSE,FALSE,non-alternating,66,66,Linda whistled a woman the song,Linda whistled the song to a woman,def,2,shortIndefinite,4135,13,-42.9789684813004,-34.33829366695136,-8.64067481434904
FALSE,FALSE,non-alternating,66,66,Juan whistled the man who was from work a tune,Juan whistled a tune to the man who was from work,indef,3,longDefinite,4136,64,-49.38898208294995,-35.07824690290727,-14.310735180042684
FALSE,FALSE,non-alternating,66,66,Alice whistled a man wearing a hat a tune,Alice whistled a tune to a man wearing a hat,indef,3,longIndefinite,4137,14,-30.668632036307827,-20.18655421049334,-10.482077825814486
FALSE,FALSE,non-alternating,66,66,Michael whistled her a tune,Michael whistled a tune to her,indef,3,pronoun,4138,65,-19.119322057347745,-16.377550339326262,-2.7417717180214822
FALSE,FALSE,non-alternating,66,66,John whistled the man a tune,John whistled a tune to the man,indef,3,shortDefinite,4139,16,-14.539585778024048,-18.945052783121355,4.405467005097307
FALSE,FALSE,non-alternating,66,66,Linda whistled a man a tune,Linda whistled a tune to a man,indef,3,shortIndefinite,4140,66,-36.386685031466186,-29.50062138820067,-6.886063643265516
FALSE,FALSE,non-alternating,66,66,Linda whistled the man wearing the hat a signal,Linda whistled a signal to the man wearing the hat,indef,4,longDefinite,4141,17,-40.74661060771905,-36.805730725012836,-3.940879882706213
FALSE,FALSE,non-alternating,66,66,Michael whistled a woman from work a signal,Michael whistled a signal to a woman from work,indef,4,longIndefinite,4142,68,-48.18198639538605,-36.4503977872082,-11.731588608177844
FALSE,FALSE,non-alternating,66,66,Michael whistled her a signal,Michael whistled a signal to her,indef,4,pronoun,4143,18,-35.96718605235219,-25.161124849051703,-10.806061203300487
FALSE,FALSE,non-alternating,66,66,Bob whistled the man a signal,Bob whistled a signal to the man,indef,4,shortDefinite,4144,69,-28.66007079090923,-28.152699739439413,-0.5073710514698178
FALSE,FALSE,non-alternating,66,66,Juan whistled a man a signal,Juan whistled a signal to a man,indef,4,shortIndefinite,4145,19,-37.76809338806197,-32.284031239687465,-5.484062148374505
FALSE,FALSE,non-alternating,66,66,John whistled the woman from work something,John whistled something to the woman from work,something,5,longDefinite,4146,70,-50.2775935777463,-33.342028200102504,-16.935565377643798
FALSE,FALSE,non-alternating,66,66,Linda whistled a man from work something,Linda whistled something to a man from work,something,5,longIndefinite,4147,21,-51.80579082178883,-36.11501644999953,-15.690774371789303
FALSE,FALSE,non-alternating,66,66,Alice whistled him something,Alice whistled something to him,something,5,pronoun,4148,71,-31.504942561965436,-27.833995830384083,-3.6709467315813527
FALSE,FALSE,non-alternating,66,66,Maria whistled the woman something,Maria whistled something to the woman,something,5,shortDefinite,4149,22,-30.063823653385043,-30.142766610661056,0.07894295727601275
FALSE,FALSE,non-alternating,66,66,John whistled a man something,John whistled something to a man,something,5,shortIndefinite,4150,73,-40.59128611360211,-28.895782788167708,-11.695503325434402
FALSE,TRUE,non-alternating,67,67,Bob dispatched the team from work the soldiers,Bob dispatched the soldiers to the team from work,def,1,longDefinite,4151,23,-64.45339066674933,-48.47218767320737,-15.981202993541956
FALSE,TRUE,non-alternating,67,67,Alice dispatched a team from work the soldiers,Alice dispatched the soldiers to a team from work,def,1,longIndefinite,4152,74,-63.31897608144209,-54.26292355544865,-9.056052525993437
FALSE,TRUE,non-alternating,67,67,Linda dispatched them the soldiers,Linda dispatched the soldiers to them,def,1,pronoun,4153,24,-45.90911242063157,-34.49106072401628,-11.418051696615294
FALSE,TRUE,non-alternating,67,67,Mary dispatched the team the soldiers,Mary dispatched the soldiers to the team,def,1,shortDefinite,4154,75,-44.54953932645731,-35.10723161348142,-9.44230771297589
FALSE,TRUE,non-alternating,67,67,Mary dispatched a team the soldiers,Mary dispatched the soldiers to a team,def,1,shortIndefinite,4155,26,-42.48337774537504,-43.56643012817949,1.0830523828044534
FALSE,TRUE,non-alternating,67,67,Bob dispatched the team from work the news,Bob dispatched the news to the team from work,def,2,longDefinite,4156,76,-57.5444025057368,-36.64807077450678,-20.89633173123002
FALSE,TRUE,non-alternating,67,67,Alice dispatched a team from work the news,Alice dispatched the news to a team from work,def,2,longIndefinite,4157,27,-59.74748868169263,-45.543729254743084,-14.203759426949546
FALSE,TRUE,non-alternating,67,67,Michael dispatched them the news,Michael dispatched the news to them,def,2,pronoun,4158,77,-29.279909419827163,-27.06788175017573,-2.212027669651434
FALSE,TRUE,non-alternating,67,67,Juan dispatched the team the news,Juan dispatched the news to the team,def,2,shortDefinite,4159,28,-40.8243619534187,-34.433390490710735,-6.390971462707967
FALSE,TRUE,non-alternating,67,67,Maria dispatched a team the news,Maria dispatched the news to a team,def,2,shortIndefinite,4160,79,-44.31053281505592,-40.60721127875149,-3.703321536304429
FALSE,TRUE,non-alternating,67,67,John dispatched the team from work some food,John dispatched some food to the team from work,indef,3,longDefinite,4161,29,-59.24369752872735,-39.92523636482656,-19.318461163900793
FALSE,TRUE,non-alternating,67,67,John dispatched a team from work some food,John dispatched some food to a team from work,indef,3,longIndefinite,4162,80,-57.89613087847829,-46.10941195907071,-11.786718919407576
FALSE,TRUE,non-alternating,67,67,Mary dispatched them some food,Mary dispatched some food to them,indef,3,pronoun,4163,31,-30.88800014858134,-29.783265152480453,-1.1047349961008877
FALSE,TRUE,non-alternating,67,67,Alice dispatched the team some food,Alice dispatched some food to the team,indef,3,shortDefinite,4164,81,-39.76454819831997,-35.05060141719878,-4.713946781121194
FALSE,TRUE,non-alternating,67,67,Michael dispatched a team some food,Michael dispatched some food to a team,indef,3,shortIndefinite,4165,32,-47.415604752488434,-44.23324531246908,-3.1823594400193542
FALSE,TRUE,non-alternating,67,67,Linda dispatched the team from work some meals,Linda dispatched some meals to the team from work,indef,4,longDefinite,4166,82,-65.10070818057284,-45.55087443185039,-19.54983374872245
FALSE,TRUE,non-alternating,67,67,Alice dispatched a team from work some meals,Alice dispatched some meals to a team from work,indef,4,longIndefinite,4167,33,-63.10049870517105,-51.0402722787112,-12.060226426459849
FALSE,TRUE,non-alternating,67,67,Juan dispatched them some meals,Juan dispatched some meals to them,indef,4,pronoun,4168,84,-37.47844971343875,-38.18833701312542,0.7098872996866703
FALSE,TRUE,non-alternating,67,67,Bob dispatched the team some meals,Bob dispatched some meals to the team,indef,4,shortDefinite,4169,34,-41.42694961698726,-35.56795941852033,-5.858990198466927
FALSE,TRUE,non-alternating,67,67,Linda dispatched a team some meals,Linda dispatched some meals to a team,indef,4,shortIndefinite,4170,85,-54.365555407013744,-50.79378054710105,-3.5717748599126935
FALSE,TRUE,non-alternating,67,67,Mary dispatched the team from work something,Mary dispatched something to the team from work,something,5,longDefinite,4171,36,-59.072056696750224,-46.9223719581496,-12.149684738600627
FALSE,TRUE,non-alternating,67,67,Bob dispatched a team from work something,Bob dispatched something to a team from work,something,5,longIndefinite,4172,86,-54.57366064749658,-51.69272709474899,-2.8809335527475923
FALSE,TRUE,non-alternating,67,67,Bob dispatched them something,Bob dispatched something to them,something,5,pronoun,4173,37,-39.92884844914079,-36.42682842188515,-3.5020200272556394
FALSE,TRUE,non-alternating,67,67,Michael dispatched the team something,Michael dispatched something to the team,something,5,shortDefinite,4174,87,-44.43191776238382,-34.17043857940007,-10.261479182983749
FALSE,TRUE,non-alternating,67,67,Linda dispatched a team something,Linda dispatched something to a team,something,5,shortIndefinite,4175,38,-53.824920357204974,-49.41929635265842,-4.405624004546553
FALSE,FALSE,non-alternating,68,68,Maria tweeted the woman from work the remark,Maria tweeted the remark to the woman from work,def,1,longDefinite,4176,89,-48.142711386230076,-29.664416597646778,-18.478294788583298
FALSE,FALSE,non-alternating,68,68,Mary tweeted a man who was wearing a hat the remark,Mary tweeted the remark to a man who was wearing a hat,def,1,longIndefinite,4177,39,-26.519684271275764,-18.757277146796696,-7.762407124479068
FALSE,FALSE,non-alternating,68,68,Maria tweeted him the remark,Maria tweeted the remark to him,def,1,pronoun,4178,90,-27.949600119885872,-20.994702983021853,-6.95489713686402
FALSE,FALSE,non-alternating,68,68,Alice tweeted the woman the remark,Alice tweeted the remark to the woman,def,1,shortDefinite,4179,40,-25.676972491164634,-22.646489315389772,-3.0304831757748616
