iterationName,rt,response,setid,gameid,theme_type,recipient_id,verb_id,theme_id,DOsentence,PDsentence,frequency_rank,classification,stimulus_type,highValueMeans
mturk_sample,1175.5199999315664,45,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,def,shortIndefinite,48,2,Mary credited a man the money,Mary credited the money to a man,48,non-alternating,main_judgement,PD
mturk_sample,1533.1149999983609,67,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,indef,longDefinite,51,4,Juan surrendered the woman who was from work some guns,Juan surrendered some guns to the woman who was from work,51,non-alternating,main_judgement,DO
mturk_sample,1005.3800001041964,76,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,def,longDefinite,58,1,Juan barked the man from work the instructions,Juan barked the instructions to the man from work,58,non-alternating,main_judgement,PD
mturk_sample,1523.0549999978393,40,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,def,longIndefinite,61,2,Alice denounced a woman who was from work the decision,Alice denounced the decision to a woman who was from work,61,non-alternating,main_judgement,DO
mturk_sample,1145.3249999321997,58,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,indef,pronoun,64,3,John recited her a prayer,John recited a prayer to her,64,non-alternating,main_judgement,PD
mturk_sample,805.0999999977648,70,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,indef,shortDefinite,67,4,Bob dispatched the team some meals,Bob dispatched some meals to the team,67,non-alternating,main_judgement,PD
mturk_sample,1969.4649999728426,77,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,def,shortIndefinite,77,2,Linda narrated a man the play,Linda narrated the play to a man,77,non-alternating,main_judgement,PD
mturk_sample,1482.4550000485033,33,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,,,,,,,,,catch2,correct
mturk_sample,1100.3499999642372,49,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,indef,longDefinite,80,4,Maria stuttered the woman who was from work a reply,Maria stuttered a reply to the woman who was from work,80,non-alternating,main_judgement,DO
mturk_sample,873.2899999013171,62,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,something,longIndefinite,83,5,Linda squealed a woman from work something,Linda squealed something to a woman from work,83,non-alternating,main_judgement,DO
mturk_sample,836.3499999977648,68,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,def,pronoun,87,1,Linda screeched him her name,Linda screeched her name to him,87,non-alternating,main_judgement,PD
mturk_sample,1112.2000000905246,74,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,indef,pronoun,93,3,Michael croaked her a request,Michael croaked a request to her,93,non-alternating,main_judgement,PD
mturk_sample,25063.39999998454,,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,,,,,,,,,,
mturk_sample,2452.2850000066683,70,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,indef,shortDefinite,96,4,Maria explicated the woman a rule,Maria explicated a rule to the woman,96,non-alternating,main_judgement,PD
mturk_sample,1524.0299999713898,27,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,something,shortIndefinite,99,5,Linda warbled a man something,Linda warbled something to a man,99,non-alternating,main_judgement,DO
mturk_sample,904.2100000660866,28,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,,,,,,,,,catch1,error
mturk_sample,3278.9300000295043,,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,,,,,,,,,exit_survey,
mturk_sample,2241.825000033714,,34,6328-ae347639-03b1-4171-8dd0-36a4337215aa,,,,,,,,,,
mturk_sample,29225.24999998859,,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,,,,,,,,,,
mturk_sample,73657.64000001946,,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,,,,,,,,,,
mturk_sample,14537.099999986822,0,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,pronoun,103,2,Alice gave him the job,Alice gave the job to him,3,alternating,main_judgement,DO
mturk_sample,12207.945000001928,100,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,pronoun,109,4,Linda paid him a visit,Linda paid a visit to him,9,alternating,main_judgement,PD
mturk_sample,12482.040000002598,100,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,shortDefinite,112,5,John passed the woman something,John passed something to the woman,12,alternating,main_judgement,PD
mturk_sample,8522.3849999893,100,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,shortIndefinite,116,1,Bob pulled a man the chair,Bob pulled the chair to a man,16,alternating,main_judgement,PD
mturk_sample,4647.85499998834,100,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,longDefinite,119,3,Alice threw the woman from work a book,Alice threw a book to the woman from work,19,alternating,main_judgement,DO
mturk_sample,3907.355000003008,10,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,longDefinite,125,5,Bob promised the man who was wearing the hat something,Bob promised something to the man who was wearing the hat,25,alternating,main_judgement,DO
mturk_sample,2907.485000003362,80,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,longIndefinite,129,1,John granted a woman who was wearing a hat the opportunity,John granted the opportunity to a woman who was wearing a hat,29,alternating,main_judgement,DO
mturk_sample,3358.7399999960326,24,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,pronoun,132,2,John handed her the note,John handed the note to her,32,alternating,main_judgement,DO
mturk_sample,2737.619999999879,80,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,shortDefinite,135,3,Linda owed the man a favor,Linda owed a favor to the man,35,alternating,main_judgement,PD
mturk_sample,2697.614999982761,16,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,shortIndefinite,138,4,Maria tossed a man a key,Maria tossed a key to a man,38,alternating,main_judgement,PD
mturk_sample,2097.8350000223145,89,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,shortIndefinite,145,1,Maria pitched a man the idea,Maria pitched the idea to a man,45,alternating,main_judgement,PD
mturk_sample,7178.48000000231,15,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,longDefinite,148,3,Bob lent the woman who was wearing the hat some money,Bob lent some money to the woman who was wearing the hat,48,alternating,main_judgement,PD
mturk_sample,2928.3899999863934,99,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,longIndefinite,151,4,Alice signaled a woman from work a formation,Alice signaled a formation to a woman from work,51,alternating,main_judgement,PD
mturk_sample,2486.7599999997765,29,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,pronoun,154,5,Juan slapped her something,Juan slapped something to her,54,alternating,main_judgement,DO
mturk_sample,2747.960000007879,90,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,shortDefinite,158,1,Bob conceded the woman the point,Bob conceded the point to the woman,58,alternating,main_judgement,DO
mturk_sample,3147.1850000089034,20,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,shortDefinite,164,3,Mary allocated the man some land,Mary allocated some land to the man,64,alternating,main_judgement,DO
mturk_sample,2978.2350000168663,85,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,shortIndefinite,167,4,Juan chucked a woman a bag,Juan chucked a bag to a woman,67,alternating,main_judgement,PD
mturk_sample,3427.5349999952596,5,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,longDefinite,171,1,Alice wheeled the man who was wearing the hat the cement,Alice wheeled the cement to the man who was wearing the hat,71,alternating,main_judgement,DO
mturk_sample,3097.8499999910127,100,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,longIndefinite,174,2,Maria smuggled a team from work the students,Maria smuggled the students to a team from work,74,alternating,main_judgement,DO
mturk_sample,3997.8400000254624,78,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,longIndefinite,180,4,Alice towed a man who was from work a boat,Alice towed a boat to a man who was from work,80,alternating,main_judgement,DO
mturk_sample,3747.995000012452,91,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,pronoun,183,5,Bob loaned her something,Bob loaned something to her,83,alternating,main_judgement,PD
mturk_sample,3607.5699999928474,86,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,shortDefinite,187,1,Michael lugged the woman the wood,Michael lugged the wood to the woman,87,alternating,main_judgement,PD
mturk_sample,3226.8000000040047,3,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,shortIndefinite,190,2,Bob trucked a man the fruit,Bob trucked the fruit to a man,90,alternating,main_judgement,PD
mturk_sample,2768.0400000244845,95,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,longDefinite,193,4,John punted the woman from work a question,John punted a question to the woman from work,93,alternating,main_judgement,PD
mturk_sample,3298.060000000987,97,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,longDefinite,200,1,Michael yielded the man who was wearing the hat the floor,Michael yielded the floor to the man who was wearing the hat,100,alternating,main_judgement,PD
mturk_sample,3647.6499999989755,12,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,longIndefinite,3,2,John reported a man from work the information,John reported the information to a man from work,3,non-alternating,main_judgement,PD
mturk_sample,3138.2699999958277,95,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,pronoun,6,3,Linda returned him some containers,Linda returned some containers to him,6,non-alternating,main_judgement,DO
mturk_sample,2967.640000017127,93,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,shortDefinite,9,4,Alice stated the woman a result,Alice stated a result to the woman,9,non-alternating,main_judgement,DO
mturk_sample,2818.3500000159256,95,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,shortIndefinite,19,2,Mary expressed a man her condolences,Mary expressed her condolences to a man,19,non-alternating,main_judgement,DO
mturk_sample,6397.420000022976,87,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,longDefinite,22,4,Linda demonstrated the woman who was from work a move,Linda demonstrated a move to the woman who was from work,22,non-alternating,main_judgement,DO
mturk_sample,5367.905000020983,90,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,longIndefinite,25,5,Alice repeated a woman wearing a hat something,Alice repeated something to a woman wearing a hat,25,non-alternating,main_judgement,DO
mturk_sample,4767.475000000559,86,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,pronoun,29,1,Linda displayed him the book,Linda displayed the book to him,29,non-alternating,main_judgement,DO
mturk_sample,3287.994999991497,86,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,pronoun,35,3,John communicated her some rules,John communicated some rules to her,35,non-alternating,main_judgement,PD
mturk_sample,2917.215000023134,92,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,shortDefinite,38,4,Juan whispered the man a compliment,Juan whispered a compliment to the man,38,non-alternating,main_judgement,PD
mturk_sample,3536.9649999774992,94,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,shortIndefinite,41,5,John distributed a team something,John distributed something to a team,41,non-alternating,main_judgement,DO
mturk_sample,6858.124999998836,97,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,longDefinite,45,2,Alice administered the man from work the test,Alice administered the test to the man from work,45,non-alternating,main_judgement,DO
mturk_sample,7687.544999993406,92,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,longIndefinite,48,3,Linda credited a woman wearing a hat some successes,Linda credited some successes to a woman wearing a hat,48,non-alternating,main_judgement,DO
mturk_sample,5168.730000004871,81,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,longIndefinite,54,5,Juan broadcasted a man who was wearing a hat something,Juan broadcasted something to a man who was wearing a hat,54,non-alternating,main_judgement,PD
mturk_sample,10975.90499999933,90,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,pronoun,58,1,John barked her the instructions,John barked the instructions to her,58,non-alternating,main_judgement,PD
mturk_sample,5238.070000021253,81,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,shortDefinite,61,2,Maria denounced the man the decision,Maria denounced the decision to the man,61,non-alternating,main_judgement,DO
mturk_sample,6157.609999994747,92,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,shortIndefinite,64,3,Mary recited a man a prayer,Mary recited a prayer to a man,64,non-alternating,main_judgement,PD
mturk_sample,5476.7700000084005,81,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,,,,,,,,,catch2,correct
mturk_sample,4148.0849999934435,83,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,shortIndefinite,70,5,Linda growled a woman something,Linda growled something to a woman,70,non-alternating,main_judgement,PD
mturk_sample,2937.7950000052806,85,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,longDefinite,74,2,Bob wailed the man who was from work the name,Bob wailed the name to the man who was from work,74,non-alternating,main_judgement,DO
mturk_sample,3858.7049999914598,86,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,longIndefinite,77,3,Juan narrated a woman who was from work a show,Juan narrated a show to a woman who was from work,77,non-alternating,main_judgement,PD
mturk_sample,2966.179999988526,88,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,pronoun,80,4,John stuttered her a reply,John stuttered a reply to her,80,non-alternating,main_judgement,DO
mturk_sample,2518.1250000023283,86,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,shortDefinite,83,5,Mary squealed the woman something,Mary squealed something to the woman,83,non-alternating,main_judgement,PD
mturk_sample,2578.4050000074785,90,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,shortDefinite,90,2,Mary babbled the man her complaint,Mary babbled her complaint to the man,90,non-alternating,main_judgement,DO
mturk_sample,3945.9749999805354,84,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,indef,shortIndefinite,93,3,Bob croaked a woman a request,Bob croaked a request to a woman,93,non-alternating,main_judgement,PD
mturk_sample,7517.825000017183,81,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,something,longDefinite,96,5,Linda explicated the woman wearing the hat something,Linda explicated something to the woman wearing the hat,96,non-alternating,main_judgement,PD
mturk_sample,3756.475000001956,86,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,def,longIndefinite,100,1,Alice drawled a man who was from work the order,Alice drawled the order to a man who was from work,100,non-alternating,main_judgement,PD
mturk_sample,4317.910000012489,83,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,,,,,,,,,catch1,error
mturk_sample,9755.98999997601,,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,,,,,,,,,exit_survey,
mturk_sample,4916.804999986198,,35,2111-96800e84-a2e7-4f27-8300-47f763cffaba,,,,,,,,,,
mturk_sample,2522,,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,,,,,,,,,,
mturk_sample,1865,,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,,,,,,,,,,
mturk_sample,26713,,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,,,,,,,,,,
mturk_sample,8665,27,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,longIndefinite,103,3,Alice gave a man who was from work a gift,Alice gave a gift to a man who was from work,3,alternating,main_judgement,PD
mturk_sample,3862,79,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,pronoun,106,4,Bob wrote her a note,Bob wrote a note to her,6,alternating,main_judgement,DO
mturk_sample,5259,100,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,something,shortDefinite,109,5,John paid the man something,John paid something to the man,9,alternating,main_judgement,DO
mturk_sample,2672,79,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,shortDefinite,116,2,Linda pulled the woman the boat,Linda pulled the boat to the woman,16,alternating,main_judgement,PD
mturk_sample,126245.70999998832,,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,,,,,,,,,,
mturk_sample,2165.4749999979686,,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,,,,,,,,,,
mturk_sample,1509.6899999989546,,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,,,,,,,,,,
mturk_sample,12027,18,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,shortIndefinite,119,3,Juan threw a woman a book,Juan threw a book to a woman,19,alternating,main_judgement,DO
mturk_sample,3157,71,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,something,longDefinite,122,5,Mary posted the man wearing the hat something,Mary posted something to the man wearing the hat,22,alternating,main_judgement,DO
mturk_sample,18519.885000001523,,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,,,,,,,,,,
mturk_sample,8365.004999999655,82,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,indef,shortDefinite,103,3,Juan gave the man a gift,Juan gave a gift to the man,3,alternating,main_judgement,DO
mturk_sample,30853.210000001127,,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,,,,,,,,,,
mturk_sample,4343.540000001667,1,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,indef,shortIndefinite,106,4,Mary wrote a woman a note,Mary wrote a note to a woman,6,alternating,main_judgement,PD
mturk_sample,9355.630000001838,100,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,def,shortIndefinite,113,1,John sold a man the car,John sold the car to a man,13,alternating,main_judgement,DO
mturk_sample,32414,10,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,longIndefinite,126,1,Alice rolled a man wearing a hat the dice,Alice rolled the dice to a man wearing a hat,26,alternating,main_judgement,DO
mturk_sample,2873,85,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,pronoun,129,2,Alice granted him the rights,Alice granted the rights to him,29,alternating,main_judgement,DO
mturk_sample,12273.529999998573,40,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,indef,longDefinite,116,3,Linda pulled the man who was wearing the hat a box,Linda pulled a box to the man who was wearing the hat,16,alternating,main_judgement,DO
mturk_sample,9326,0,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,pronoun,135,4,Michael owed her a job,Michael owed a job to her,35,alternating,main_judgement,PD
mturk_sample,7664.345000001049,98,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,indef,longIndefinite,119,4,Juan threw a woman wearing a hat a soda,Juan threw a soda to a woman wearing a hat,19,alternating,main_judgement,PD
mturk_sample,4161,78,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,something,shortDefinite,138,5,Linda tossed the woman something,Linda tossed something to the woman,38,alternating,main_judgement,PD
mturk_sample,7302.534999998898,21,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,something,pronoun,122,5,Linda posted him something,Linda posted something to him,22,alternating,main_judgement,DO
mturk_sample,10244,6,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,shortIndefinite,142,1,Alice tipped a man ten bucks,Alice tipped ten bucks to a man,42,alternating,main_judgement,PD
mturk_sample,3915.0699999991048,85,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,def,shortDefinite,126,1,Michael rolled the man the dice,Michael rolled the dice to the man,26,alternating,main_judgement,DO
mturk_sample,3378,83,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,longDefinite,145,3,Michael pitched the man from work a proposal,Michael pitched a proposal to the man from work,45,alternating,main_judgement,DO
mturk_sample,3679,15,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,something,longDefinite,151,5,Linda signaled the woman who was from work something,Linda signaled something to the woman who was from work,51,alternating,main_judgement,PD
mturk_sample,7549.470000001747,53,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,indef,shortDefinite,132,3,Mary handed the woman some instructions,Mary handed some instructions to the woman,32,alternating,main_judgement,PD
mturk_sample,52894.36500001466,,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,,,,,,,,,,
mturk_sample,8003.69000000137,79,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,indef,shortIndefinite,135,4,Bob owed a woman a job,Bob owed a job to a woman,35,alternating,main_judgement,DO
mturk_sample,9781.610000005458,85,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,def,shortIndefinite,103,2,Maria gave a woman the job,Maria gave the job to a woman,3,alternating,main_judgement,PD
mturk_sample,6811.804999997548,14,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,def,longDefinite,139,1,Alice assigned the woman who was from work the job,Alice assigned the job to the woman who was from work,39,alternating,main_judgement,DO
mturk_sample,19383,7,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,longIndefinite,155,1,Juan shoved a woman who was from work the glass,Juan shoved the glass to a woman who was from work,55,alternating,main_judgement,PD
mturk_sample,4754.525000000285,78,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,def,longIndefinite,142,2,Bob tipped a woman wearing a hat fifteen percent,Bob tipped fifteen percent to a woman wearing a hat,42,alternating,main_judgement,PD
mturk_sample,9070.34500001464,97,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,indef,longDefinite,106,4,Michael wrote the man who was wearing the hat a note,Michael wrote a note to the man who was wearing the hat,6,alternating,main_judgement,DO
mturk_sample,3146,89,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,pronoun,158,2,Maria conceded him the victory,Maria conceded the victory to him,58,alternating,main_judgement,PD
mturk_sample,7604.039999998349,100,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,indef,longIndefinite,148,4,Alice lent a man who was from work a bike,Alice lent a bike to a man who was from work,48,alternating,main_judgement,PD
mturk_sample,10942.349999997532,42,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,something,longIndefinite,109,5,Bob paid a woman wearing a hat something,Bob paid something to a woman wearing a hat,9,alternating,main_judgement,DO
mturk_sample,5174.285000000964,15,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,something,pronoun,151,5,Mary signaled him something,Mary signaled something to him,51,alternating,main_judgement,DO
mturk_sample,7214.459999988321,52,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,def,pronoun,113,1,Linda sold him the car,Linda sold the car to him,13,alternating,main_judgement,PD
mturk_sample,8004.500000002736,61,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,def,shortDefinite,155,1,Linda shoved the woman the glass,Linda shoved the glass to the woman,55,alternating,main_judgement,PD
mturk_sample,21667,87,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,shortDefinite,161,3,Maria mailed the woman a note,Maria mailed a note to the woman,61,alternating,main_judgement,DO
mturk_sample,2661,14,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,shortIndefinite,164,4,John allocated a man some space,John allocated some space to a man,64,alternating,main_judgement,PD
mturk_sample,7830.249999999069,42,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,indef,pronoun,119,3,Linda threw him a book,Linda threw a book to him,19,alternating,main_judgement,DO
mturk_sample,2313,17,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,shortIndefinite,171,1,Bob wheeled a woman the cement,Bob wheeled the cement to a woman,71,alternating,main_judgement,DO
mturk_sample,14022.905000001629,4,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,def,shortIndefinite,158,2,Juan conceded a woman the victory,Juan conceded the victory to a woman,58,alternating,main_judgement,DO
mturk_sample,17702.640000003157,54,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,indef,shortDefinite,122,4,Alice posted the man some papers,Alice posted some papers to the man,22,alternating,main_judgement,DO
mturk_sample,6861.824999999953,73,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,something,shortIndefinite,125,5,Juan promised a woman something,Juan promised something to a woman,25,alternating,main_judgement,PD
mturk_sample,9102.539999992587,86,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,def,longDefinite,129,2,John granted the man who was wearing the hat the rights,John granted the rights to the man who was wearing the hat,29,alternating,main_judgement,PD
mturk_sample,34717,17,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,longDefinite,174,3,Michael smuggled the team from work some instruments,Michael smuggled some instruments to the team from work,74,alternating,main_judgement,PD
mturk_sample,3658,11,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,longIndefinite,177,4,Alice telephoned a woman from work some information,Alice telephoned some information to a woman from work,77,alternating,main_judgement,PD
mturk_sample,2929,6,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,something,pronoun,180,5,Maria towed him something,Maria towed something to him,80,alternating,main_judgement,PD
mturk_sample,10742.47500000638,47,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,indef,longIndefinite,132,3,Bob handed a woman who was from work some instructions,Bob handed some instructions to a woman who was from work,32,alternating,main_judgement,DO
mturk_sample,2807,4,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,shortDefinite,184,1,Mary peddled the woman snake-oil,Mary peddled snake-oil to the woman,84,alternating,main_judgement,PD
mturk_sample,10694.044999981998,37,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,something,longIndefinite,138,5,John tossed a woman wearing a hat something,John tossed something to a woman wearing a hat,38,alternating,main_judgement,DO
mturk_sample,5550.250000000233,7,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,def,pronoun,142,1,Mary tipped him ten bucks,Mary tipped ten bucks to him,42,alternating,main_judgement,PD
mturk_sample,5774.394999985816,77,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,def,shortDefinite,145,2,John pitched the man the suggestion,John pitched the suggestion to the man,45,alternating,main_judgement,DO
mturk_sample,5709.930000011809,55,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,indef,shortIndefinite,148,3,Juan lent a man some money,Juan lent some money to a man,48,alternating,main_judgement,DO
mturk_sample,8398.580000008224,74,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,something,shortIndefinite,154,5,Juan slapped a woman something,Juan slapped something to a woman,54,alternating,main_judgement,PD
mturk_sample,75816.29500000054,88,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,indef,longDefinite,161,4,Mary mailed the woman who was wearing the hat a gift,Mary mailed a gift to the woman who was wearing the hat,61,alternating,main_judgement,PD
mturk_sample,40590,83,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,shortDefinite,190,3,Mary trucked the man some milk,Mary trucked some milk to the man,90,alternating,main_judgement,DO
mturk_sample,2516,8,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,indef,shortIndefinite,193,4,Juan punted a man a question,Juan punted a question to a man,93,alternating,main_judgement,PD
mturk_sample,5886.805000001914,66,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,def,longDefinite,168,1,Linda wired the man wearing the hat the payment,Linda wired the payment to the man wearing the hat,68,alternating,main_judgement,PD
mturk_sample,14134.139999980107,68,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,def,longDefinite,158,2,Maria conceded the woman who was from work the victory,Maria conceded the victory to the woman who was from work,58,alternating,main_judgement,PD
mturk_sample,9405,80,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,longDefinite,197,1,John cabled the woman who was wearing the hat the news,John cabled the news to the woman who was wearing the hat,97,alternating,main_judgement,DO
mturk_sample,10034.1499999995,15,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,def,longIndefinite,171,2,Michael wheeled a woman wearing a hat the buckets,Michael wheeled the buckets to a woman wearing a hat,71,alternating,main_judgement,DO
mturk_sample,9070.769999991171,35,37,4501-c708f899-5110-4c5b-896e-85b07781b3e7,indef,longIndefinite,161,3,Mary mailed a woman from work a note,Mary mailed a note to a woman from work,61,alternating,main_judgement,DO
mturk_sample,4285.644999999931,0,39,8005-5b8dc559-d06d-4777-be9c-9092375a2481,indef,pronoun,174,3,Bob smuggled them some instruments,Bob smuggled some instruments to them,74,alternating,main_judgement,PD
mturk_sample,7921,15,38,2929-e26a2b77-d94f-483f-b875-ff2c62d34ac1,def,longIndefinite,200,2,Mary yielded a man from work the time,Mary yielded the time to a man from work,100,alternating,main_judgement,PD
